Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"LYPU",,"Lycium puberulum A. Gray",downy desert-thorn
"LYPUP",,"Lycium puberulum A. Gray var. puberulum ",downy desert-thorn
"CAPU11",,"Castilleja purpurea (Nutt.) G. Don",downy Indian paintbrush
"CAPUP5",,"Castilleja purpurea (Nutt.) G. Don var. purpurea ",downy Indian paintbrush
"LOPU",,"Lobelia puberula Michx.",downy lobelia
"LOPUP",,"Lobelia puberula Michx. var. pauciflora Bush",downy lobelia
"GAVO",,"Galactia volubilis (L.) Britton",downy milkpea
"PHPI",,"Phlox pilosa L.",downy phlox
"PHPIP",,"Phlox pilosa L. ssp. pulcherrima Lundell",downy phlox
"PHPIP2",,"Phlox pilosa L. ssp. pilosa ",downy phlox
"DANE",,"Dalea neomexicana (A. Gray) Cory",downy prairie clover
"DANEN",,"Dalea neomexicana (A. Gray) Cory var. neomexicana ",downy prairie clover
"SOPE",,"Solidago petiolaris Aiton",downy ragged goldenrod
"SOPEA",,"Solidago petiolaris Aiton var. angusta (Torr. & A. Gray) A. Gray",downy ragged goldenrod
"POCR",,"Polygala cruciata L.",drumheads
"POCRC",,"Polygala cruciata L. var. cruciata ",drumheads
"SYDR",,"Symphyotrichum drummondii (Lindl.) G.L. Nesom",Drummond's aster
"SYDRT",,"Symphyotrichum drummondii (Lindl.) G.L. Nesom var. texanum (Burgess) G.L. Nesom",Drummond's aster
"OEXE",,"Oenothera xerogaura W.L. Wagner & Hoch",Drummond's beeblossom
"CLDR",,"Clematis drummondii Torr. & A. Gray",Drummond's clematis
"HEDR",,"Hedeoma drummondii Benth.",Drummond's false pennyroyal
"ISDR",,"Isocoma drummondii (Torr. & A. Gray) Greene",Drummond's goldenbush
"LIDR3",,"Lipocarpha drummondii (Nees) G. Tucker",Drummond's halfchaff sedge
"STDR",,"Stachys drummondii Benth.",Drummond's hedgenettle
"PHAB",,"Phyllanthus abnormis Baill.",Drummond's leaf-flower
"PHABA",,"Phyllanthus abnormis Baill. var. abnormis ",Drummond's leaf-flower
"PADR",,"Paronychia drummondii Torr. & A. Gray",Drummond's nailwort
"ALDR",,"Allium drummondii Regel",Drummond's onion
"SCDR2",,"Scutellaria drummondii Benth.",Drummond's skullcap
"SCDRD",,"Scutellaria drummondii Benth. var. drummondii ",Drummond's skullcap
"SCDRE",,"Scutellaria drummondii Benth. var. edwardsiana B.L. Turner",Drummond's skullcap
"XATED",,"Xanthisma texanum DC. var. drummondii (Torr. & A. Gray) A. Gray",Drummond's sleepydaisy
"FRDR",,"Froelichia drummondii Moq.",Drummond's snakecotton
"MIDR",,"Minuartia drummondii (Shinners) McNeill",Drummond's stitchwort
"OXDR",,"Oxalis drummondii A. Gray",Drummond's woodsorrel
"XYDR",,"Xyris drummondii Malme",Drummond's yelloweyed grass
"OTAL",,"Ottelia alismoides (L.) Pers.",ducklettuce
"JUDU2",,"Juncus dudleyi Wiegand",Dudley's rush
"PSGN",,"Psilostrophe gnaphalioides DC.",dudweed
"SIMI2",,"Sisyrinchium minus Engelm. & A. Gray",dwarf blue-eyed grass
"DETA",,"Desmanthus tatuhyensis Hoehne",dwarf bundleflower
"DETAB",,"Desmanthus tatuhyensis Hoehne var. brevipes (B.L. Turner) Luckow",dwarf bundleflower
"VENA",,"Verbesina nana (A. Gray) B.L. Rob. & Greenm.",dwarf crownbeard
"ACNA2",,"Acourtia nana (A. Gray) Reveal & R.M. King",dwarf desertpeony
"PHBR15",,"Phemeranthus brevicaulis (S. Watson) Kiger",dwarf fameflower
"PHPU8",,"Physalis pumila Nutt.",dwarf groundcherry
"CEPU10",,"Celtis pumila Pursh",dwarf hackberry
"CRUN",,"Crataegus uniflora Münchh.",dwarf hawthorn
"CORA4",,"Conyza ramosissima Cronquist",dwarf horseweed
"ABPA3",,"Abutilon parvulum A. Gray",dwarf Indian mallow
"SAMI8",,"Sabal minor (Jacq.) Pers.",dwarf palmetto
"DANA",,"Dalea nana Torr. ex A. Gray",dwarf prairie clover
"DANAC",,"Dalea nana Torr. ex A. Gray var. carnescens Kearney & Peebles",dwarf prairie clover
"SABI",,"Salicornia bigelovii Torr.",dwarf saltwort
"SEPU13",,"Senna pumilio (A. Gray) Irwin & Barneby",dwarf senna
"ELPA5",,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush
"HYMU",,"Hypericum mutilum L.",dwarf St. Johnswort
"CAHU",,"Calliandra humilis Benth.",dwarf stickpea
"CAHUH",,"Calliandra humilis Benth. var. humilis ",dwarf stickpea
"DRBR3",,"Drosera brevifolia Pursh",dwarf sundew
"MUAR",,"Muhlenbergia arenacea (Buckley) Hitchc.",ear muhly
"SOAU2",,"Solidago auriculata Shuttlw. ex S.F. Blake",eared goldenrod
"AMAU2",,"Ammannia auriculata Willd.",eared redstem
"PHAU2",,"Phanerophlebia auriculata Underw.",eared veinfern
"PAPR4",,"Paspalum praecox Walter",early paspalum
"STBA",,"Stenandrium barbatum Torr. & A. Gray",early shaggytuft
"ELMA",,"Elymus macgregorii R. Brooks & J.J.N. Campb.",early wildrye
"BAHA",,"Baccharis halimifolia L.",eastern baccharis
"SIAT",,"Sisyrinchium atlanticum E.P. Bicknell",eastern blue-eyed grass
"PODE3",,"Populus deltoides W. Bartram ex Marshall",eastern cottonwood
"PODED",,"Populus deltoides W. Bartram ex Marshall ssp. deltoides ",eastern cottonwood
"STGR2",,"Stenanthium gramineum (Ker Gawl.) Morong",eastern featherbells
"CATR6",,"Carex triangularis Boeckeler",eastern fox sedge
"TRDA3",,"Tripsacum dactyloides (L.) L.",eastern gamagrass
"THPA",,"Thelypteris palustris Schott",eastern marsh fern
"THPAP",,"Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald",eastern marsh fern
"TORA2",,"Toxicodendron radicans (L.) Kuntze",eastern poison ivy
"CECAC",,"Cercis canadensis L. var. canadensis ",eastern redbud
"CECA4",,"Cercis canadensis L.",eastern redbud
"JUVI",,"Juniperus virginiana L.",eastern redcedar
"JUVIV",,"Juniperus virginiana L. var. virginiana ",eastern redcedar
"FOAC",,"Forestiera acuminata (Michx.) Poir.",eastern swampprivet
"CABL",,"Carex blanda Dewey",eastern woodland sedge
"CHEA",,"Cheilanthes eatonii Baker",Eaton's lipfern
"GAMA2",,"Galactia marginalis Benth.",edible milkpea
"GAOV",,"Garrya ovata Benth.",eggleaf silktassel
"PAGE2",,"Paspalidium geminatum (Forssk.) Stapf",Egyptian panicgrass
"RHEL",,"Rhynchospora elliottii A. Dietr.",Elliott's beaksedge
"VAEL",,"Vaccinium elliottii Chapm.",Elliott's blueberry
"ANGY2",,"Andropogon gyrans Ashe",Elliott's bluestem
"SIEL",,"Sida elliottii Torr. & A. Gray",Elliott's fanpetals
"QUEM",,"Quercus emoryi Torr.",Emory oak
"SEEM3",,"Senegalia ×emoryana (Benth.) Britton & Rose berlandieri × greggii",Emory's acacia
"ASEM2",,"Astragalus emoryanus (Rydb.) Cory",Emory's milkvetch
"ASEME",,"Astragalus emoryanus (Rydb.) Cory var. emoryanus ",Emory's milkvetch
"ASEM",,"Asclepias emoryi (Greene) Vail",Emory's milkweed
"SEAL4",,"Senna alata (L.) Roxb.",emperor's candlesticks
"LEEN",,"Lesquerella engelmannii (A. Gray) S. Watson",Engelmann's bladderpod
"ENPE4",,"Engelmannia peristenia (Raf.) Goodman & C.A. Lawson",Engelmann's daisy
"OEEN",,"Oenothera engelmannii (Small) Munz",Engelmann's evening primrose
"CREN",,"Crataegus engelmannii Sarg.",Engelmann's hawthorn
"ASEN",,"Asclepias engelmanniana Woodson",Engelmann's milkweed
"SAEN2",,"Salvia engelmannii A. Gray",Engelmann's sage
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"CAIN13",,"Castilleja indivisa Engelm.",entireleaf Indian paintbrush
"ASIN9",,"Astranthium integrifolium (Michx.) Nutt.",entireleaf western daisy
"ASINC",,"Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong",entireleaf western daisy
"CEER2",,"Centella erecta (L. f.) Fernald",erect centella
"GAER",,"Galactia erecta (Walter) Vail",erect milkpea
"BUSC",,"Buddleja scordioides Kunth",escobilla butterflybush
"MYSP2",,"Myriophyllum spicatum L.",Eurasian watermilfoil
"CODR2",,"Cooperia drummondii Herb.",evening rainlily
"GESE",,"Gelsemium sempervirens (L.) W.T. Aiton",evening trumpetflower
"RHVI3",,"Rhus virens Lindh. ex A. Gray",evergreen sumac
"RHVIV",,"Rhus virens Lindh. ex A. Gray var. virens ",evergreen sumac
"YUFA",,"Yucca faxoniana (Trel.) Sarg.",Eve's needle
"CHNU9",,"Chamaesyce nutans (Lag.) Small",eyebane
"RHPU3",,"Rhynchospora pusilla Chapm. ex M.A. Curtis",fairy beaksedge
"CHLI",,"Cheilanthes lindheimeri Hook.",fairyswords
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"DICO6",,"Digitaria cognata (Schult.) Pilg.",fall witchgrass
"MAVI5",,"Manfreda virginica (L.) Salisb. ex Rose",false aloe
"BREU",,"Brickellia eupatorioides (L.) Shinners",false boneset
"BREUC2",,"Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner",false boneset
"MUSQ3",,"Munroa squarrosa (Nutt.) Torr.",false buffalograss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"STLI2",,"Stenosiphon linifolius (Nutt. ex James) Heynh.",false gaura
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"TRCR9",,"Trichloris crinita (Lag.) Parodi",false Rhodes grass
"VEPL",,"Verbena plicata Greene",fanleaf vervain
"VAAR",,"Vaccinium arboreum Marshall",farkleberry
"RHFA",,"Rhynchospora fascicularis (Michx.) Vahl",fascicled beaksedge
"RHFAF",,"Rhynchospora fascicularis (Michx.) Vahl var. fascicularis ",fascicled beaksedge
"CHVI4",,"Chloris virgata Sw.",feather fingergrass
"RHOL",,"Rhynchospora oligantha A. Gray",featherbristle beaksedge
"ACRU3",,"Acourtia runcinata (Lag. ex D. Don) B.L. Turner",featherleaf desertpeony
"DAFO",,"Dalea formosa Torr.",featherplume
"PEVI2",,"Pennisetum villosum R. Br. ex Fresen.",feathertop
"MARA7",,"Maianthemum racemosum (L.) Link",feathery false lily of the valley
"MARAA",,"Maianthemum racemosum (L.) Link ssp. amplexicaule (Nutt.) LaFrankie",feathery false lily of the valley
"LEFE",,"Lesquerella fendleri (A. Gray) S. Watson",Fendler's bladderpod
"BRFE2",,"Brickelliastrum fendleri (A. Gray) R.M. King & H. Rob.",Fendler's brickellbush
"CEFE",,"Ceanothus fendleri A. Gray",Fendler's ceanothus
"CYFE2",,"Cyperus fendlerianus Boeckeler",Fendler's flatsedge
"CHFE2",,"Cheilanthes fendleri Hook.",Fendler's lipfern
"THFE",,"Thalictrum fendleri Engelm. ex A. Gray",Fendler's meadow-rue
"NOFE3",,"Noccaea fendleri (A. Gray) Holub",Fendler's pennycress
"NOFEF",,"Noccaea fendleri (A. Gray) Holub ssp. fendleri ",Fendler's pennycress
"PEFE",,"Penstemon fendleri Torr. & A. Gray",Fendler's penstemon
"ARFE",,"Arabis fendleri (S. Watson) Greene",Fendler's rockcress
"ARFEF",,"Arabis fendleri (S. Watson) Greene var. fendleri ",Fendler's rockcress
"CHFE3",,"Chamaesyce fendleri (Torr. & A. Gray) Small",Fendler's sandmat
"ARFE3",,"Arenaria fendleri A. Gray",Fendler's sandwort
"ARFEF3",,"Arenaria fendleri A. Gray var. fendleri ",Fendler's sandwort
"CARI2",,"Catapodium rigidum (L.) C.E. Hubbard ex Dony",ferngrass
"CAFE3",,"Carex festucacea Schkuhr ex Willd.",fescue sedge
"DYGR",,"Dysphania graveolens (Willd.) Mosyakin & Clemants",fetid goosefoot
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"PAFO2",,"Passiflora foetida L.",fetid passionflower
"RHRA2",,"Rhynchospora rariflora (Michx.) Elliott",fewflower beaksedge
"BILE",,"Bidens leptocephala Sherff",fewflower beggarticks
"POPA20",,"Polemonium pauciflorum S. Watson",fewflower Jacob's-ladder
"ASLA2",,"Asclepias lanceolata Walter",fewflower milkweed
"SCPA5",,"Scleria pauciflora Muhl. ex Willd.",fewflower nutrush
"HEOC2",,"Helianthus occidentalis Riddell",fewleaf sunflower
"HEOCP",,"Helianthus occidentalis Riddell ssp. plantagineus (Torr. & A. Gray) Shinners",fewleaf sunflower
"RUPU3",,"Rumex pulcher L.",fiddle dock
"NIRE",,"Nicotiana repanda Willd. ex Lehm.",fiddleleaf tobacco
"COAR4",,"Convolvulus arvensis L.",field bindweed
"BRAR5",,"Bromus arvensis L.",field brome
"SOSE2",,"Soliva sessilis Ruiz & Pav.",field burrweed
"TRCA5",,"Trifolium campestre Schreb.",field clover
"VIPH",,"Viguiera phenax S.F. Blake",field goldeneye
"PHMO9",,"Physalis mollis Nutt.",field groundcherry
"PHMOV",,"Physalis mollis Nutt. var. variovestita (Waterf.) J.R. Sullivan",field groundcherry
"VIBI",,"Viola bicolor Pursh",field pansy
"PALA10",,"Paspalum laeve Michx.",field paspalum
"FILI3",,"Fimbristylis littoralis Gaudich.",fimbry
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"NATE3",,"Nassella tenuissima (Trin.) Barkworth",finestem needlegrass
"PHDI7",,"Physostegia digitalis Small",finger false dragonhead
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"BOTE2",,"Bouvardia ternifolia (Cav.) Schltdl.",firecrackerbush
"ECREF2",,"Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. fitchii (Britton & Rose) N.P. Taylor",Fitch's hedgehog cactus
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"PEFI",,"Pectis filipes Harv. & A. Gray",fivebract chinchweed
"PEFIS",,"Pectis filipes Harv. & A. Gray var. subnuda Fernald",fivebract chinchweed
"PEQU",,"Perityle quinqueflora (Steyerm.) Shinners",fiveflower rockdaisy
"CAQU3",,"Cayaponia quinqueloba (Raf.) Shinners",fivelobe cucumber
"HYLO2",,"Hypericum lobocarpum Gattinger ex J.M. Coult.",fivelobe St. Johnswort
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"BOIN",,"Boerhavia intermedia M.E. Jones",fivewing spiderling
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"CYPS3",,"Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones",flatsedge
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"ERCO7",,"Eriocaulon compressum Lam.",flattened pipewort
"IPLO2",,"Ipomopsis longiflora (Torr.) V.E. Grant",flaxflowered ipomopsis
"IOLI2",,"Ionactis linariifolius (L.) Greene",flaxleaf whitetop aster
"HYRA",,"Hydrocotyle ranunculoides L. f.",floating marshpennywort
"CHPA11",,"Chrysopogon pauciflorus (Chapm.) Benth. ex Vasey",Florida false beardgrass
"WOGL2",,"Wolffiella gladiata (Hegelm.) Hegelm.",Florida mudmidget
"PAFL4",,"Paspalum floridanum Michx.",Florida paspalum
"PAFL3",,"Parietaria floridana Nutt.",Florida pellitory
"COFL2",,"Cornus florida L.",flowering dogwood
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"LOFL2",,"Lobelia flaccidifolia Small",foldear lobelia
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"FIDI",,"Fimbristylis dichotoma (L.) Vahl",forked fimbry
"JUDI",,"Juncus dichotomus Elliott",forked rush
"EUBI3",,"Euphorbia bifurcata Engelm.",forked spurge
"DABR",,"Dalea brachystachya A. Gray",Fort Bowie prairie clover
"DIQU",,"Dioscorea quaternata J.F. Gmel.",fourleaf yam
"HEPR3",,"Heliotropium procumbens Mill.",fourspike heliotrope
"HEPRP2",,"Heliotropium procumbens Mill. var. procumbens ",fourspike heliotrope
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"HOJUJ",,"Hordeum jubatum L. ssp. jubatum ",foxtail barley
"HOJU",,"Hordeum jubatum L.",foxtail barley
"LYAL5",,"Lycopodiella alopecuroides (L.) Cranfill",foxtail clubmoss
"DALE3",,"Dalea leporina (Aiton) Bullock",foxtail prairie clover
"FRCU",,"Fraxinus cuspidata Torr.",fragrant ash
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"HEGR6",,"Heliotropium greggii Torr.",fragrant heliotrope
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"AGHE5",,"Ageratina herbacea (A. Gray) R.M. King & H. Rob.",fragrant snakeroot
"RHAR4",,"Rhus aromatica Aiton",fragrant sumac
"RHARA2",,"Rhus aromatica Aiton var. aromatica ",fragrant sumac
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"POFR2",,"Populus fremontii S. Watson",Fremont cottonwood
"POFRM",,"Populus fremontii S. Watson ssp. mesetae Eckenwalder",Fremont cottonwood
"CHFR3",,"Chenopodium fremontii S. Watson",Fremont's goosefoot
"TAGA",,"Tamarix gallica L.",French tamarisk
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"BRCI2",,"Bromus ciliatus L.",fringed brome
"BRCIR",,"Bromus ciliatus L. var. richardsonii (Link) B. Boivin",fringed brome
"RHPE",,"Rhexia petiolata Walter",fringed meadowbeauty
"SCCI",,"Scleria ciliata Michx.",fringed nutrush
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"HEDR2",,"Helenium drummondii H. Rock",fringed sneezeweed
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"EPCI",,"Epilobium ciliatum Raf.",fringed willowherb
"EPCIC",,"Epilobium ciliatum Raf. ssp. ciliatum ",fringed willowherb
"CHCI",,"Chloris ciliata Sw.",fringed windmill grass
"XYFI",,"Xyris fimbriata Elliott",fringed yelloweyed grass
"LOFE",,"Lobelia fenestralis Cav.",fringeleaf lobelia
"RUHU",,"Ruellia humilis Nutt.",fringeleaf wild petunia
"GAPA2",,"Galinsoga parviflora Cav.",gallant soldier
"QUGA",,"Quercus gambelii Nutt.",Gambel oak
"QUGAG",,"Quercus gambelii Nutt. var. gambelii ",Gambel oak
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"ASOF",,"Asparagus officinalis L.",garden asparagus
"VISA",,"Vicia sativa L.",garden vetch
"VISAN2",,"Vicia sativa L. ssp. nigra (L.) Ehrh.",garden vetch
"LERE4",,"Lesquerella recurvata (Engelm. ex A. Gray) S. Watson",gaslight bladderpod
"HEGE",,"Helianthemum georgianum Chapm.",Georgia frostweed
"ILLO",,"Ilex longipes Chapm. ex Trel.",Georgia holly
"SAMO",,"Sagittaria montevidensis Cham. & Schltdl.",giant arrowhead
"SEMA6",,"Setaria magna Griseb.",giant bristlegrass
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ZIMI",,"Zizaniopsis miliacea (Michx.) Döll & Asch.",giant cutgrass
"MIGI",,"Mirabilis gigantea (Standl.) Shinners",giant four o'clock
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"ASGI2",,"Astragalus giganteus S. Watson",giant milkvetch
"ARDO4",,"Arundo donax L.",giant reed
"CUAP",,"Cuscuta applanata Engelm.",Gila River dodder
"ALGL",,"Allium glandulosum Link & Otto",gland onion
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"DALA",,"Dalea lachnostachys A. Gray",glandleaf prairie clover
"RHRE8",,"Rhynchospora recognita (Gale) Kral",globe beaksedge
"RHGL2",,"Rhynchospora globularis (Chapm.) Small",globe beaksedge
"CYEC2",,"Cyperus echinatus (L.) Alph. Wood",globe flatsedge
"HYSE2",,"Hypoxis sessilis L.",glossyseed yellow star-grass
"CAER3",,"Castela erecta Turp.",goatbush
"PHAU8",,"Phyllostachys aurea Carrière ex A. Rivière & C. Rivière",golden bamboo
"ALAU",,"Aletris aurea Walter",golden colicroot
"VEEN",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray",golden crownbeard
"RIAU",,"Ribes aureum Pursh",golden currant
"RIAUV",,"Ribes aureum Pursh var. villosum DC.",golden currant
"CHBO5",,"Cheilanthes bonariensis (Willd.) Proctor",golden lipfern
"DAAU",,"Dalea aurea Nutt. ex Pursh",golden prairie clover
"ARAE",,"Argemone aenea G.B. Ownbey",golden pricklypoppy
"COTI3",,"Coreopsis tinctoria Nutt.",golden tickseed
"ZIAU",,"Zizia aurea (L.) W.D.J. Koch",golden zizia
"COBA2",,"Coreopsis basalis (A. Dietr.) S.F. Blake",goldenmane tickseed
"GAOVG",,"Garrya ovata Benth. ssp. goldmanii (Wooton & Standl.) Dahling",Goldman's silktassel
"SAGO",,"Salix gooddingii C.R. Ball",Goodding's willow
"AMCH3",,"Ammocodon chenopodioides (A. Gray) Standl.",goosefoot moonpod
"LEGO",,"Lesquerella gordonii (A. Gray) S. Watson",Gordon's bladderpod
"LEGOG",,"Lesquerella gordonii (A. Gray) S. Watson var. gordonii ",Gordon's bladderpod
"CHHY2",,"Chamaesyce hypericifolia (L.) Millsp.",graceful sandmat
"DEGR2",,"Desmodium grahamii A. Gray",Graham's ticktrefoil
"CRDI6",,"Croton dioicus Cav.",grassland croton
"MAGR6",,"Marshallia graminifolia (Walter) Small",grassleaf Barbara's buttons
"MAGRC2",,"Marshallia graminifolia (Walter) Small var. cynanthera (Elliott) Beadle & F.E. Boynt.",grassleaf Barbara's buttons
"PIOL",,"Pityopsis oligantha (Chapm. ex Torr. & A. Gray) Small",grassleaf goldaster
"LAGRA",,"Lactuca graminifolia Michx. var. arizonica McVaugh",grassleaf lettuce
"LAGR",,"Lactuca graminifolia Michx.",grassleaf lettuce
"LAGR3",,"Lathyrus graminifolius (S. Watson) T.G. White",grassleaf pea
"JUMA4",,"Juncus marginatus Rostk.",grassleaf rush
"CAAG",,"Carex agrostoides Mack.",grassleaf sedge
"SAGR",,"Sagittaria graminea Michx.",grassy arrowhead
"SAGRG",,"Sagittaria graminea Michx. var. graminea ",grassy arrowhead
"MUEL",,"Muhlenbergia eludens C.G. Reeder",gravelbar muhly
"GACO11",,"Gamochaeta coarctata (Willd.) Kerguélen",gray everlasting
"CHCO",,"Chamaesaracha coniodes (Moric. ex Dunal) Britton",gray five eyes
"SPIN2",,"Sphaeralcea incana Torr. ex A. Gray",gray globemallow
"SPINI",,"Sphaeralcea incana Torr. ex A. Gray ssp. incana ",gray globemallow
"QUGR3",,"Quercus grisea Liebm.",gray oak
"VECA5",,"Verbena canescens Kunth",gray vervain
"VICI2",,"Vitis cinerea (Engelm.) Engelm. ex Millard",graybark grape
"VICIC2",,"Vitis cinerea (Engelm.) Engelm. ex Millard var. cinerea ",graybark grape
"RHGR2",,"Rhynchospora grayi Kunth",Gray's beaksedge
"PHPEG",,"Phaseolus pedicellatus Benth. var. grayanus (Wooton & Standl.) A. Delgado ex Isely",Gray's bean
"PACO11",,"Parthenium confertum A. Gray",Gray's feverfew
"GAHE",,"Galactia heterophylla A. Gray",Gray's milkpea
"BRPO",,"Bromus polyanthus Scribn. ex Shear",Great Basin brome
"BRPOP2",,"Bromus polyanthus Scribn. ex Shear var. polyanthus ",Great Basin brome
"CYLU2",,"Cyperus lupulinus (Spreng.) Marcks",Great Plains flatsedge
"CYLUL",,"Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus ",Great Plains flatsedge
"PATA5",,"Packera tampicana (DC.) C. Jeffrey",Great Plains ragwort
"CAIN12",,"Carex intumescens Rudge",greater bladder sedge
"TRWA",,"Triadenum walteri (J.G. Gmel.) Gleason",greater marsh St. Johnswort
"MAUN",,"Malaxis unifolia Michx.",green adder's-mouth orchid
"ASVI2",,"Asclepias viridis Walter",green antelopehorn
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"MOVE",,"Mollugo verticillata L.",green carpetweed
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"AGVI5",,"Agalinis viridis (Small) Pennell",green false foxglove
"SCDR",,"Schoenocaulon drummondii A. Gray",green feathershank
"CYVI2",,"Cyperus virens Michx.",green flatsedge
"CRVI2",,"Crataegus viridis L.",green hawthorn
"CRVIV2",,"Crataegus viridis L. var. viridis ",green hawthorn
"RATA",,"Ratibida tagetes (James) Barnhart",green prairie coneflower
"ANVI4",,"Anthaenantia villosa (Michx.) P. Beauv.",green silkyscale
"DALE2",,"Dasylirion leiophyllum Engelm. ex Trel.",green sotol
"SEVI",,"Selaginella viridissima Weath.",green spikemoss
"LEDU",,"Leptochloa dubia (Kunth) Nees",green sprangletop
"HEGL3",,"Heliotropium glabriusculum (Torr.) A. Gray",greeneye heliotrope
"CHCO2",,"Chamaesaracha coronopus (Dunal) A. Gray",greenleaf five eyes
"HOPA3",,"Houstonia parviflora Holz. ex Greenm.",Greenman's bluet
"SODO",,"Solanum douglasii Dunal",greenspot nightshade
"AMAC",,"Amaranthus acanthochiton Sauer",greenstripe
"SPPR2",,"Spiranthes praecox (Walter) S. Watson",greenvein lady's tresses
"CAAL5",,"Carex albolutescens Schwein.",greenwhite sedge
"AMGR2",,"Amaranthus greggii S. Watson",Gregg's amaranth
"FRGR2",,"Fraxinus greggii A. Gray",Gregg's ash
"POGR6",,"Porophyllum greggii A. Gray",Gregg's poreleaf
"CHGR18",,"Chamaecrista greggii (A. Gray) Pollard ex A. Heller",Gregg's sensitive pea
"JUPI5",,"Justicia pilosella (Nees) Hilsenb.",Gregg's tube tongue
"SEGR6",,"Setaria grisebachii Fourn.",Grisebach's bristlegrass
"LISU4",,"Linum sulcatum Riddell",grooved flax
"LISUS",,"Linum sulcatum Riddell var. sulcatum ",grooved flax
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"ASHU2",,"Astragalus humistratus A. Gray",groundcover milkvetch
"ASHUH3",,"Astragalus humistratus A. Gray var. humistratus ",groundcover milkvetch
"APAM",,"Apios americana Medik.",groundnut
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRC3",,"Astragalus crassicarpus Nutt. var. crassicarpus ",groundplum milkvetch
"PEGU",,"Penstemon guadalupensis A. Heller",Guadalupe beardtongue
"MEPE3",,"Melothria pendula L.",Guadeloupe cucumber
"MEPEP",,"Melothria pendula L. var. pendula ",Guadeloupe cucumber
"SEBE2",,"Senegalia berlandieri Britton & Rose",guajillo
"URMA3",,"Urochloa maxima (Jacq.) R. Webster",guineagrass
"LITE",,"Liatris tenuis Shinners",Gulf blazing star
"ISMO2",,"Isolepis molesta (M.C. Johnst.) S.G. Sm.",Gulf Coast bulrush
"ELCE",,"Eleocharis cellulosa Torr.",Gulf Coast spikerush
"YULO",,"Yucca louisianensis Trel.",Gulf Coast yucca
"ECCR2",,"Echinochloa crus-pavonis (Kunth) Schult.",gulf cockspur grass
"SPSP",,"Spartina spartinae (Trin.) Merr. ex Hitchc.",gulf cordgrass
"CRPU6",,"Croton punctatus Jacq.",gulf croton
"PERH2",,"Pediomelum rhombifolium (Torr. & A. Gray) Rydb.",Gulf Indian breadroot
"DIFR6",,"Ditrysinia fruticosa (W. Bartram) Govaerts & Frodin",Gulf Sebastian-bush
