Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"EUBAE",,"Eucnide bartonioides Zucc. var. edwardsiana B.L. Turner",Edwards Plateau yellow stingbush
"GAOV",,"Garrya ovata Benth.",eggleaf silktassel
"DAAE",,"Dactyloctenium aegyptium (L.) Willd.",Egyptian grass
"MESA2",,"Mentzelia saxicola H.J. Thomp. & Zavort.",El Paso blazingstar
"OPPOA",,"Opuntia polyacantha Haw. var. arenaria (Engelm.) Parfitt",El Paso pricklypear
"AGEL4",,"Agrostis elliottiana Schult.",Elliott's bentgrass
"ALEL",,"Allium elmendorfii M.E. Jones ex Ownbey",Elmendorf's onion
"SOUL2",,"Solidago ulmifolia Muhl. ex Willd.",elmleaf goldenrod
"BAEM",,"Baccharis emoryi A. Gray",Emory's baccharis
"ASEM2",,"Astragalus emoryanus (Rydb.) Cory",Emory's milkvetch
"ASEME",,"Astragalus emoryanus (Rydb.) Cory var. emoryanus ",Emory's milkvetch
"ASEM",,"Asclepias emoryi (Greene) Vail",Emory's milkweed
"CAEM2",,"Carex emoryi Dewey",Emory's sedge
"LEEN",,"Lesquerella engelmannii (A. Gray) S. Watson",Engelmann's bladderpod
"ENPE4",,"Engelmannia peristenia (Raf.) Goodman & C.A. Lawson",Engelmann's daisy
"OEEN",,"Oenothera engelmannii (Small) Munz",Engelmann's evening primrose
"HEPAE",,"Hesperaloe parviflora (Torr.) J.M. Coult. var. engelmannii (Krauskopf) Trel.",Engelmann's false yucca
"ASEN",,"Asclepias engelmanniana Woodson",Engelmann's milkweed
"SAEN2",,"Salvia engelmannii A. Gray",Engelmann's sage
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"CAIN13",,"Castilleja indivisa Engelm.",entireleaf Indian paintbrush
"ASIN9",,"Astranthium integrifolium (Michx.) Nutt.",entireleaf western daisy
"ASINC",,"Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong",entireleaf western daisy
"CEER2",,"Centella erecta (L. f.) Fernald",erect centella
"BOER",,"Boerhavia erecta L.",erect spiderling
"CEPU4",,"Cerastium pumilum W. Curtis",European chickweed
"CODR2",,"Cooperia drummondii Herb.",evening rainlily
"GESE",,"Gelsemium sempervirens (L.) W.T. Aiton",evening trumpetflower
"RHVI3",,"Rhus virens Lindh. ex A. Gray",evergreen sumac
"RHVIC",,"Rhus virens Lindh. ex A. Gray var. choriophylla (Wooton & Standl.) L.D. Benson",evergreen sumac
"STAF4",,"Styphnolobium affine (Torr. & A. Gray) Walp.",Eve's necklacepod
"CHNU9",,"Chamaesyce nutans (Lag.) Small",eyebane
"CHLI",,"Cheilanthes lindheimeri Hook.",fairyswords
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"DICO6",,"Digitaria cognata (Schult.) Pilg.",fall witchgrass
"MAVI5",,"Manfreda virginica (L.) Salisb. ex Rose",false aloe
"BREU",,"Brickellia eupatorioides (L.) Shinners",false boneset
"BREUC",,"Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners",false boneset
"BREUC2",,"Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner",false boneset
"BREUG",,"Brickellia eupatorioides (L.) Shinners var. gracillima (A. Gray) B.L. Turner",false boneset
"BREUT",,"Brickellia eupatorioides (L.) Shinners var. texana (Shinners) Shinners",false boneset
"HAGR4",,"Haploesthes greggii A. Gray",false broomweed
"MUSQ3",,"Munroa squarrosa (Nutt.) Torr.",false buffalograss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"DYTA2",,"Dysodiopsis tagetoides (Torr. & A. Gray) Rydb.",false dogfennel
"STLI2",,"Stenosiphon linifolius (Nutt. ex James) Heynh.",false gaura
"CABU4",,"Carex bulbostylis Mack.",false hair sedge
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"TRCR9",,"Trichloris crinita (Lag.) Parodi",false Rhodes grass
"HYPS",,"Hypericum pseudomaculatum Bush",false spotted St. Johnswort
"VEPL",,"Verbena plicata Greene",fanleaf vervain
"VAAR",,"Vaccinium arboreum Marshall",farkleberry
"CHVI4",,"Chloris virgata Sw.",feather fingergrass
"DAFO",,"Dalea formosa Torr.",featherplume
"LEFE",,"Lesquerella fendleri (A. Gray) S. Watson",Fendler's bladderpod
"CEFE",,"Ceanothus fendleri A. Gray",Fendler's ceanothus
"MAFE",,"Malacothrix fendleri A. Gray",Fendler's desertdandelion
"CYFE2",,"Cyperus fendlerianus Boeckeler",Fendler's flatsedge
"SPFE",,"Sphaeralcea fendleri A. Gray",Fendler's globemallow
"SPFEF",,"Sphaeralcea fendleri A. Gray ssp. fendleri ",Fendler's globemallow
"PEFE",,"Penstemon fendleri Torr. & A. Gray",Fendler's penstemon
"ARFE",,"Arabis fendleri (S. Watson) Greene",Fendler's rockcress
"ARFEF",,"Arabis fendleri (S. Watson) Greene var. fendleri ",Fendler's rockcress
"CHFE3",,"Chamaesyce fendleri (Torr. & A. Gray) Small",Fendler's sandmat
"CYACF",,"Cymopterus acaulis (Pursh) Raf. var. fendleri (A. Gray) Goodrich",Fendler's springparsley
"CARI2",,"Catapodium rigidum (L.) C.E. Hubbard ex Dony",ferngrass
"CAFE3",,"Carex festucacea Schkuhr ex Willd.",fescue sedge
"PAFO2",,"Passiflora foetida L.",fetid passionflower
"HEOC2",,"Helianthus occidentalis Riddell",fewleaf sunflower
"HEOCP",,"Helianthus occidentalis Riddell ssp. plantagineus (Torr. & A. Gray) Shinners",fewleaf sunflower
"RUPU3",,"Rumex pulcher L.",fiddle dock
"COAR4",,"Convolvulus arvensis L.",field bindweed
"BRAR5",,"Bromus arvensis L.",field brome
"SOSE2",,"Soliva sessilis Ruiz & Pav.",field burrweed
"PHMO9",,"Physalis mollis Nutt.",field groundcherry
"PHMOM2",,"Physalis mollis Nutt. var. mollis ",field groundcherry
"VIBI",,"Viola bicolor Pursh",field pansy
"FILI3",,"Fimbristylis littoralis Gaudich.",fimbry
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"TRLE9",,"Tragia leptophylla (Torr.) I.M. Johnst.",fineleaf noseburn
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"CUPEP2",,"Cuscuta pentagona Engelm. var. pentagona ",fiveangled dodder
"BAHY",,"Bassia hyssopifolia (Pall.) Kuntz",fivehorn smotherweed
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEB",,"Thymophylla pentachaeta (DC.) Small var. belenidium (DC.) Strother",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"TACH2",,"Tamarix chinensis Lour.",five-stamen tamarisk
"BOIN",,"Boerhavia intermedia M.E. Jones",fivewing spiderling
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"CYPS3",,"Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones",flatsedge
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"EUGR5",,"Euthamia graminifolia (L.) Nutt.",flat-top goldentop
"EUGRG",,"Euthamia graminifolia (L.) Nutt. var. graminifolia ",flat-top goldentop
"IPLO2",,"Ipomopsis longiflora (Torr.) V.E. Grant",flaxflowered ipomopsis
"IPLOL",,"Ipomopsis longiflora (Torr.) V.E. Grant ssp. longiflora ",flaxflowered ipomopsis
"GLSE3",,"Glyceria septentrionalis Hitchc.",floating mannagrass
"LUPE5",,"Ludwigia peploides (Kunth) P.H. Raven",floating primrose-willow
"WOGL2",,"Wolffiella gladiata (Hegelm.) Hegelm.",Florida mudmidget
"PAFL4",,"Paspalum floridanum Michx.",Florida paspalum
"SELE2",,"Selaginella lepidophylla (Hook. & Grev.) Spring",flower of stone
"COFL2",,"Cornus florida L.",flowering dogwood
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"TRBR5",,"Trichostema brachiatum L.",fluxweed
"LOHU2",,"Lotus humistratus Greene",foothill deervetch
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"PALI5",,"Paronychia lindheimeri Engelm. ex A. Gray",forked nailwort
"POTE",,"Polycarpon tetraphyllum (L.) L.",fourleaf manyseed
"POTET2",,"Polycarpon tetraphyllum (L.) L. ssp. tetraphyllum ",fourleaf manyseed
"OERH",,"Oenothera rhombipetala Nutt. ex Torr. & A. Gray",fourpoint evening primrose
"OETE2",,"Oenothera tetraptera Cav.",fourwing evening primrose
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"CAVU2",,"Carex vulpinoidea Michx.",fox sedge
"CAVUV",,"Carex vulpinoidea Michx. var. vulpinoidea ",fox sedge
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"HOJUJ",,"Hordeum jubatum L. ssp. jubatum ",foxtail barley
"HOJU",,"Hordeum jubatum L.",foxtail barley
"DALE3",,"Dalea leporina (Aiton) Bullock",foxtail prairie clover
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"HEGR6",,"Heliotropium greggii Torr.",fragrant heliotrope
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"AGHE5",,"Ageratina herbacea (A. Gray) R.M. King & H. Rob.",fragrant snakeroot
"KYOD",,"Kyllinga odorata Vahl",fragrant spikesedge
"RHAR4",,"Rhus aromatica Aiton",fragrant sumac
"RHARA2",,"Rhus aromatica Aiton var. aromatica ",fragrant sumac
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"ASLE8",,"Astragalus lentiginosus Douglas ex Hook.",freckled milkvetch
"ASLEA5",,"Astragalus lentiginosus Douglas ex Hook. var. australis Barneby",freckled milkvetch
"POFR2",,"Populus fremontii S. Watson",Fremont cottonwood
"POFRM",,"Populus fremontii S. Watson ssp. mesetae Eckenwalder",Fremont cottonwood
"CHFR3",,"Chenopodium fremontii S. Watson",Fremont's goosefoot
"AMFI",,"Amaranthus fimbriatus (Torr.) Benth. ex S. Watson",fringed amaranth
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"SCCI",,"Scleria ciliata Michx.",fringed nutrush
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"FUCYC",,"Funastrum cynanchoides (Decne.) Schltr. ssp. cynanchoides ",fringed twinevine
"RUHU",,"Ruellia humilis Nutt.",fringeleaf wild petunia
"VIVU",,"Vitis vulpina L.",frost grape
"POIN3",,"Poliomintha incana (Torr.) A. Gray",frosted mint
"PHNI2",,"Phyllanthus niruri L.",gale of the wind
"PHNIL",,"Phyllanthus niruri L. ssp. lathyroides (Kunth) G.L. Webster",gale of the wind
"QUGA",,"Quercus gambelii Nutt.",Gambel oak
"QUGAG",,"Quercus gambelii Nutt. var. gambelii ",Gambel oak
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"ASOF",,"Asparagus officinalis L.",garden asparagus
"CECY2",,"Centaurea cyanus L.",garden cornflower
"RUAB",,"Rubus aboriginum Rydb.",garden dewberry
"VISA",,"Vicia sativa L.",garden vetch
"LERE4",,"Lesquerella recurvata (Engelm. ex A. Gray) S. Watson",gaslight bladderpod
"ERGE",,"Erigeron geiseri Shinners",Geiser's fleabane
"HEGE",,"Helianthemum georgianum Chapm.",Georgia frostweed
"CHGE2",,"Chamaesyce geyeri (Engelm. & A. Gray) Small",Geyer's sandmat
"CHGEW",,"Chamaesyce geyeri (Engelm. & A. Gray) Small var. wheeleriana (Warnock & M.C. Johnst.) Mayfield",Geyer's sandmat
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"SPGI",,"Sporobolus giganteus Nash",giant dropseed
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"ARDO4",,"Arundo donax L.",giant reed
"CUAP",,"Cuscuta applanata Engelm.",Gila River dodder
"PEAM",,"Penstemon ambiguus Torr.",gilia beardtongue
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"DEGL8",,"Desmanthus glandulosus (B.L. Turner) Luckow",glandular bundleflower
"RHGL2",,"Rhynchospora globularis (Chapm.) Small",globe beaksedge
"CYEC2",,"Cyperus echinatus (L.) Alph. Wood",globe flatsedge
"IPCA5",,"Ipomoea carnea Jacq.",gloria de la manana
"IPCAF",,"Ipomoea carnea Jacq. ssp. fistulosa (Mart. ex Choisy) D. Austin",gloria de la manana
"LILU2",,"Ligustrum lucidum W.T. Aiton",glossy privet
"PHAU8",,"Phyllostachys aurea Carrière ex A. Rivière & C. Rivière",golden bamboo
"ALAU",,"Aletris aurea Walter",golden colicroot
"VEEN",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray",golden crownbeard
"RUMA4",,"Rumex maritimus L.",golden dock
"CHBO5",,"Cheilanthes bonariensis (Willd.) Proctor",golden lipfern
"DAAU",,"Dalea aurea Nutt. ex Pursh",golden prairie clover
"COTI3",,"Coreopsis tinctoria Nutt.",golden tickseed
"ZIAU",,"Zizia aurea (L.) W.D.J. Koch",golden zizia
"PHRO3",,"Phlox roemeriana Scheele",goldeneye phlox
"COBA2",,"Coreopsis basalis (A. Dietr.) S.F. Blake",goldenmane tickseed
"COIN2",,"Coreopsis intermedia Sherff",goldenwave tickseed
"GAOVG",,"Garrya ovata Benth. ssp. goldmanii (Wooton & Standl.) Dahling",Goldman's silktassel
"SAGO",,"Salix gooddingii C.R. Ball",Goodding's willow
"AMCH3",,"Ammocodon chenopodioides (A. Gray) Standl.",goosefoot moonpod
"LEGO",,"Lesquerella gordonii (A. Gray) S. Watson",Gordon's bladderpod
"LEGOG",,"Lesquerella gordonii (A. Gray) S. Watson var. gordonii ",Gordon's bladderpod
"CHYA",,"Cheilanthes yavapensis Reeves ex Windham",graceful lipfern
"MAGR9",,"Mammillaria grahamii Engelm.",Graham's nipple cactus
"GRGR6",,"Grusonia grahamii (Engelm.) H. Rob.",Graham's pricklypear
"CRDI6",,"Croton dioicus Cav.",grassland croton
"JUMA4",,"Juncus marginatus Rostk.",grassleaf rush
"SAGR",,"Sagittaria graminea Michx.",grassy arrowhead
"SAGRG",,"Sagittaria graminea Michx. var. graminea ",grassy arrowhead
"VEHE",,"Verbesina helianthoides Michx.",gravelweed
"GACO11",,"Gamochaeta coarctata (Willd.) Kerguélen",gray everlasting
"CHCO",,"Chamaesaracha coniodes (Moric. ex Dunal) Britton",gray five eyes
"SPIN2",,"Sphaeralcea incana Torr. ex A. Gray",gray globemallow
"SPINI",,"Sphaeralcea incana Torr. ex A. Gray ssp. incana ",gray globemallow
"SONE",,"Solidago nemoralis Aiton",gray goldenrod
"QUGR3",,"Quercus grisea Liebm.",gray oak
"VECA5",,"Verbena canescens Kunth",gray vervain
"VICI2",,"Vitis cinerea (Engelm.) Engelm. ex Millard",graybark grape
"VICIC2",,"Vitis cinerea (Engelm.) Engelm. ex Millard var. cinerea ",graybark grape
"PACO11",,"Parthenium confertum A. Gray",Gray's feverfew
"GAHE",,"Galactia heterophylla A. Gray",Gray's milkpea
"RUMA3",,"Rudbeckia maxima Nutt.",great coneflower
"LEPU3",,"Leucaena pulverulenta (Schltdl.) Benth.",great leadtree
"SPMA5",,"Spiranthes magnicamporum Sheviak",Great Plains lady's tresses
"PATA5",,"Packera tampicana (DC.) C. Jeffrey",Great Plains ragwort
"AMTR",,"Ambrosia trifida L.",great ragweed
"SASU4",,"Salvia summa A. Nelson",great sage
"CAIN12",,"Carex intumescens Rudge",greater bladder sedge
"TRWA",,"Triadenum walteri (J.G. Gmel.) Gleason",greater marsh St. Johnswort
"ASVI2",,"Asclepias viridis Walter",green antelopehorn
"PEVI",,"Peltandra virginica (L.) Schott",green arrow arum
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"SCAT2",,"Scirpus atrovirens Willd.",green bulrush
"MOVE",,"Mollugo verticillata L.",green carpetweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"SCDR",,"Schoenocaulon drummondii A. Gray",green feathershank
"CYVI2",,"Cyperus virens Michx.",green flatsedge
"CRVI2",,"Crataegus viridis L.",green hawthorn
"CRVIV2",,"Crataegus viridis L. var. viridis ",green hawthorn
"RATA",,"Ratibida tagetes (James) Barnhart",green prairie coneflower
"COVI8",,"Condalia viridis I.M. Johnst.",green snakewood
"LEDU",,"Leptochloa dubia (Kunth) Nees",green sprangletop
"CHCO2",,"Chamaesaracha coronopus (Dunal) A. Gray",greenleaf five eyes
"AMAC",,"Amaranthus acanthochiton Sauer",greenstripe
"CAAL5",,"Carex albolutescens Schwein.",greenwhite sedge
"CRGR2",,"Crataegus greggiana Eggl.",Gregg's hawthorn
"JUPI5",,"Justicia pilosella (Nees) Hilsenb.",Gregg's tube tongue
"SEGR6",,"Setaria grisebachii Fourn.",Grisebach's bristlegrass
"LISUS",,"Linum sulcatum Riddell var. sulcatum ",grooved flax
"LISU4",,"Linum sulcatum Riddell",grooved flax
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"APAM",,"Apios americana Medik.",groundnut
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRB",,"Astragalus crassicarpus Nutt. var. berlandieri Barneby",groundplum milkvetch
"ASCRC3",,"Astragalus crassicarpus Nutt. var. crassicarpus ",groundplum milkvetch
"ASPI3",,"Astragalus pictiformis Barneby",Guadalupe milkvetch
"MEPE3",,"Melothria pendula L.",Guadeloupe cucumber
"MEPEP",,"Melothria pendula L. var. pendula ",Guadeloupe cucumber
"ECCR2",,"Echinochloa crus-pavonis (Kunth) Schult.",gulf cockspur grass
"PERH2",,"Pediomelum rhombifolium (Torr. & A. Gray) Rydb.",Gulf Indian breadroot
"SCCA4",,"Scutellaria cardiophylla Engelm. & A. Gray",gulf skullcap
"HYLA",,"Hygrophila lacustris (Schltdl. & Cham.) Nees",gulf swampweed
"VEXU",,"Verbena xutha Lehm.",Gulf vervain
"SILA20",,"Sideroxylon lanuginosum Michx.",gum bully
"SILAA4",,"Sideroxylon lanuginosum Michx. ssp. albicans (Sarg.) Kartesz & Gandhi",gum bully
"SILAO",,"Sideroxylon lanuginosum Michx. ssp. oblongifolium (Nutt.) T.D. Penn.",gum bully
"SILAR2",,"Sideroxylon lanuginosum Michx. ssp. rigidum (A. Gray) T.D. Penn.",gum bully
"GYGL",,"Gymnosperma glutinosum (Spreng.) Less.",gumhead
"ERCU",,"Eragrostis curtipedicellata Buckley",gummy lovegrass
"PHIN",,"Phacelia integrifolia Torr.",gypsum phacelia
"PHINI5",,"Phacelia integrifolia Torr. var. integrifolia ",gypsum phacelia
"MUCA2",,"Muhlenbergia capillaris (Lam.) Trin.",hairawn muhly
"OPPOP",,"Opuntia polyacantha Haw. var. polyacantha ",hairspine pricklypear
"GAPI2",,"Galium pilosum Aiton",hairy bedstraw
"RASA",,"Ranunculus sardous Crantz",hairy buttercup
"KAHI",,"Kallstroemia hirsutissima Vail ex Small",hairy caltrop
"LEPI16",,"Leitneria pilosa J.A. Schrad. & W.R. Graves",hairy corkwood
"LEPIP",,"Leitneria pilosa J.A. Schrad. & W.R. Graves ssp. pilosa ",hairy corkwood
"VAAM2",,"Valerianella amarella (Lindh. ex Engelm.) Krok",hairy cornsalad
"DISA",,"Digitaria sanguinalis (L.) Scop.",hairy crabgrass
"TIHI",,"Tiquilia hispidissima (Torr. & A. Gray) A.T. Richardson",hairy crinklemat
"HEVI4",,"Heterotheca villosa (Pursh) Shinners",hairy false goldenaster
"HEVIN",,"Heterotheca villosa (Pursh) Shinners var. nana (A. Gray) Semple",hairy false goldenaster
"FIPU",,"Fimbristylis puberula (Michx.) Vahl",hairy fimbry
"FIPUP",,"Fimbristylis puberula (Michx.) Vahl var. puberula ",hairy fimbry
"CHSO",,"Chamaesaracha sordida (Dunal) A. Gray",hairy five eyes
"PAFA3",,"Paronychia fastigiata (Raf.) Fernald",hairy forked nailwort
"BOHI2",,"Bouteloua hirsuta Lag.",hairy grama
"BOHIH",,"Bouteloua hirsuta Lag. var. hirsuta ",hairy grama
"SMUV",,"Smallanthus uvedalius (L.) Mack. ex Small",hairy leafcup
"LEHI2",,"Lespedeza hirta (L.) Hornem.",hairy lespedeza
"LEHIH2",,"Lespedeza hirta (L.) Hornem. ssp. hirta ",hairy lespedeza
"LAHI",,"Lactuca hirsuta Muhl. ex Nutt.",hairy lettuce
"CEMOP",,"Cercocarpus montanus Raf. var. paucidentatus (S. Watson) F.L. Martin",hairy mountain mahogany
"LEMU3",,"Lechea mucronata Raf.",hairy pinweed
"LUPI",,"Ludwigia pilosa Walter",hairy primrose-willow
"CHVI17",,"Chamaesyce villifera (Scheele) Small",hairy sandmat
"DECI",,"Desmodium ciliare (Muhl. ex Willd.) DC.",hairy small-leaf ticktrefoil
"DECIC",,"Desmodium ciliare (Muhl. ex Willd.) DC. var. ciliare ",hairy small-leaf ticktrefoil
"HEHI2",,"Helianthus hirsutus Raf.",hairy sunflower
"FUSQ",,"Fuirena squarrosa Michx.",hairy umbrella-sedge
"MAVE2",,"Marsilea vestita Hook. & Grev.",hairy waterclover
"ERPI5",,"Erioneuron pilosum (Buckley) Nash",hairy woollygrass
"TRHI",,"Tradescantia hirsutiflora Bush",hairyflower spiderwort
"CHTA",,"Chaerophyllum tainturieri Hook.",hairyfruit chervil
"BAAB",,"Bahia absinthifolia Benth.",hairyseed bahia
"PAPU5",,"Paspalum pubiflorum Rupr. ex Fourn.",hairyseed paspalum
"ASAL6",,"Astragalus allochrous A. Gray",halfmoon milkvetch
"ASWO2",,"Astragalus wootonii Sheldon",halfmoon milkvetch
"PAHA",,"Panicum hallii Vasey",Hall's panicgrass
"DAHA",,"Dalea hallii A. Gray",Hall's prairie clover
"CAFI5",,"Carex fissa Mack.",hammock sedge
"CAFIF",,"Carex fissa Mack. var. fissa ",hammock sedge
"SCAC3",,"Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve",hardstem bulrush
"HOMUL",,"Hordeum murinum L. ssp. leporinum (Link) Arcang.",hare barley
"BURO",,"Bupleurum rotundifolium L.",hare's ear
"COOR",,"Conringia orientalis (L.) Dumort.",hare's ear mustard
"PEHA",,"Peganum harmala L.",harmal peganum
"CAHA14",,"Calylophus hartwegii (Benth.) P.H. Raven",Hartweg's sundrops
"CAHAF",,"Calylophus hartwegii (Benth.) P.H. Raven ssp. fendleri (A. Gray) Towner & P.H. Raven",Hartweg's sundrops
"CAHAF2",,"Calylophus hartwegii (Benth.) P.H. Raven ssp. filifolius (Eastw.) Towner & P.H. Raven",Hartweg's sundrops
"CAHAH",,"Calylophus hartwegii (Benth.) P.H. Raven ssp. hartwegii ",Hartweg's sundrops
"CAHAP",,"Calylophus hartwegii (Benth.) P.H. Raven ssp. pubescens (A. Gray) Towner & P.H. Raven",Hartweg's sundrops
"FUCYH",,"Funastrum cynanchoides (Decne.) Schltr. ssp. heterophyllum (Engelm. ex Torr.) Kartesz",Hartweg's twinevine
"RHHA",,"Rhynchospora harveyi W. Boott",Harvey's beaksedge
"RHHAH",,"Rhynchospora harveyi W. Boott var. harveyi ",Harvey's beaksedge
"AGHA4",,"Ageratina havanensis (Kunth) R.M. King & H. Rob.",Havana snakeroot
"QUHA3",,"Quercus havardii Rydb.",Havard oak
"QUHAH",,"Quercus havardii Rydb. var. havardii ",Havard oak
"ERHA",,"Eriogonum havardii S. Watson",Havard's buckwheat
"ARHA3",,"Aristida havardii Vasey",Havard's threeawn
"PHHA3",,"Phoradendron hawksworthii (Wiens) Wiens",Hawksworth's mistletoe
"CRAR2",,"Croton argyranthemus Michx.",healing croton
"MINY",,"Mirabilis nyctaginea (Michx.) MacMill.",heartleaf four o'clock
"IPCA3",,"Ipomoea cardiophylla A. Gray",heartleaf morning-glory
"URCH3",,"Urtica chamaedryoides Pursh",heartleaf nettle
"AMCO2",,"Ampelopsis cordata Michx.",heartleaf peppervine
"CHCO11",,"Chamaesyce cordifolia (Elliott) Small",heartleaf sandmat
"ERMU4",,"Eriogonum multiflorum Benth.",heartsepal buckwheat
"RUHA2",,"Rumex hastatulus Baldw.",heartwing sorrel
"CALI2",,"Carlowrightia linearifolia (Torr.) A. Gray",heath wrightwort
"PETR2",,"Penstemon triflorus A. Heller",Heller's beardtongue
"PETRI",,"Penstemon triflorus A. Heller ssp. integrifolius Pennell",Heller's beardtongue
"VICIH",,"Vitis cinerea (Engelm.) Engelm. ex Millard var. helleri (L.H. Bailey) M.O. Moore",Heller's grape
"PLHE",,"Plantago helleri Small",Heller's plantain
"DIOL",,"Dichanthelium oligosanthes (Schult.) Gould",Heller's rosette grass
"DIOLO",,"Dichanthelium oligosanthes (Schult.) Gould var. oligosanthes ",Heller's rosette grass
"LAAM",,"Lamium amplexicaule L.",henbit deadnettle
"BAMO",,"Bacopa monnieri (L.) Pennell",herb of grace
"DESO2",,"Descurainia sophia (L.) Webb ex Prantl",herb sophia
"PTCA",,"Ptilimnium capillaceum (Michx.) Raf.",herbwilliam
"ZACL",,"Zanthoxylum clava-herculis L.",Hercules' club
"OECI",,"Oenothera cinerea (Wooton & Standl.) W.L. Wagner & Hoch",high-plains beeblossom
"OECIC",,"Oenothera cinerea (Wooton & Standl.) W.L. Wagner & Hoch ssp. cinerea ",high-plains beeblossom
"ARBE",,"Arenaria benthamii Fenzl ex Torr. & A. Gray",hilly sandwort
"CACO9",,"Carex complanata Torr. & Hook.",hirsute sedge
"PHHI3",,"Philadelphus hitchcockianus Hu",Hitchcock's mock orange
"MECI",,"Melampodium cinereum DC.",hoary blackfoot
"MECIC",,"Melampodium cinereum DC. var. cinereum ",hoary blackfoot
"MECIH",,"Melampodium cinereum DC. var. hirtellum Stuessy",hoary blackfoot
"BOIN3",,"Bowlesia incana Ruiz & Pav.",hoary bowlesia
"HECA8",,"Heterotheca canescens (DC.) Shinners",hoary false goldenaster
"CHLA10",,"Chamaesyce lata (Engelm.) Small",hoary sandmat
"MACA2",,"Machaeranthera canescens (Pursh) A. Gray",hoary tansyaster
"DECA8",,"Desmodium canescens (L.) DC.",hoary ticktrefoil
"CRCA6",,"Croton capitatus Michx.",hogwort
"TRHO2",,"Triodanis holzingeri McVaugh",Holzinger's Venus' looking-glass
"PRGL2",,"Prosopis glandulosa Torr.",honey mesquite
"GLTR",,"Gleditsia triacanthos L.",honeylocust
"CYLA",,"Cynanchum laeve (Michx.) Pers.",honeyvine
"LESI",,"Leonurus sibiricus L.",honeyweed
"CHCU2",,"Chloris cucullata Bisch.",hooded windmill grass
"SEVE3",,"Setaria verticillata (L.) P. Beauv.",hooked bristlegrass
"ERHO9",,"Eryngium hookeri Walp.",Hooker's eryngo
"CRHO7",,"Croptilon hookerianum (Torr. & A. Gray) House",Hooker's scratchdaisy
"CRHOH",,"Croptilon hookerianum (Torr. & A. Gray) House var. hookerianum ",Hooker's scratchdaisy
"CALU4",,"Carex lupulina Muhl. ex Willd.",hop sedge
"THME",,"Thelesperma megapotamicum (Spreng.) Kuntze",Hopi tea greenthread
"MAVU",,"Marrubium vulgare L.",horehound
"UTCO",,"Utricularia cornuta Michx.",horned bladderwort
"ZAPA",,"Zannichellia palustris L.",horned pondweed
