Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"CHEA",,"Cheilanthes eatonii Baker",Eaton's lipfern
"ASPL",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort
"ASPLP",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron ",ebony spleenwort
"FICA",,"Ficus carica L.",edible fig
"GAMA2",,"Galactia marginalis Benth.",edible milkpea
"NIED",,"Nicolletia edwardsii A. Gray",Edwards' hole-in-the-sand plant
"VATE4",,"Valerianella texana Dyal",Edwards Plateau cornsalad
"CHED",,"Chamaesaracha edwardsiana Averett",Edwards Plateau five eyes
"TEPO",,"Tephrosia potosina Brandegee",Edwards Plateau hoarypea
"ASPL8",,"Astragalus pleianthus (Shinners) Isely",Edwards Plateau milkvetch
"CAED5",,"Carex edwardsiana Bridges & Orzell",Edwards Plateau sedge
"TRPE9",,"Tradescantia pedicellata Celarier",Edwards Plateau spiderwort
"EUBAE",,"Eucnide bartonioides Zucc. var. edwardsiana B.L. Turner",Edwards Plateau yellow stingbush
"DIOV",,"Dichanthelium ovale (Elliott) Gould & C.A. Clark",eggleaf rosette grass
"GAOV",,"Garrya ovata Benth.",eggleaf silktassel
"DAAE",,"Dactyloctenium aegyptium (L.) Willd.",Egyptian grass
"PAGE2",,"Paspalidium geminatum (Forssk.) Stapf",Egyptian panicgrass
"MESA2",,"Mentzelia saxicola H.J. Thomp. & Zavort.",El Paso blazingstar
"OECO3",,"Oenothera coryi W.L. Wagner",El Paso evening primrose
"OPPOA",,"Opuntia polyacantha Haw. var. arenaria (Engelm.) Parfitt",El Paso pricklypear
"PEPU2",,"Pennisetum purpureum Schumach.",elephant grass
"RHEL",,"Rhynchospora elliottii A. Dietr.",Elliott's beaksedge
"AGEL4",,"Agrostis elliottiana Schult.",Elliott's bentgrass
"VAEL",,"Vaccinium elliottii Chapm.",Elliott's blueberry
"ANGY2",,"Andropogon gyrans Ashe",Elliott's bluestem
"ANGYG",,"Andropogon gyrans Ashe var. gyrans ",Elliott's bluestem
"ALEL",,"Allium elmendorfii M.E. Jones ex Ownbey",Elmendorf's onion
"SOUL2",,"Solidago ulmifolia Muhl. ex Willd.",elmleaf goldenrod
"QUEM",,"Quercus emoryi Torr.",Emory oak
"ASEM2",,"Astragalus emoryanus (Rydb.) Cory",Emory's milkvetch
"ASEME",,"Astragalus emoryanus (Rydb.) Cory var. emoryanus ",Emory's milkvetch
"ASEM",,"Asclepias emoryi (Greene) Vail",Emory's milkweed
"MIEM",,"Mimosa emoryana Benth.",Emory's mimosa
"CAEM2",,"Carex emoryi Dewey",Emory's sedge
"SEAL4",,"Senna alata (L.) Roxb.",emperor's candlesticks
"LEEN",,"Lesquerella engelmannii (A. Gray) S. Watson",Engelmann's bladderpod
"ENPE4",,"Engelmannia peristenia (Raf.) Goodman & C.A. Lawson",Engelmann's daisy
"OEEN",,"Oenothera engelmannii (Small) Munz",Engelmann's evening primrose
"ASEN",,"Asclepias engelmanniana Woodson",Engelmann's milkweed
"SAEN2",,"Salvia engelmannii A. Gray",Engelmann's sage
"ELEN",,"Eleocharis engelmannii Steud.",Engelmann's spikerush
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"HEHE",,"Hedera helix L.",English ivy
"CAIN13",,"Castilleja indivisa Engelm.",entireleaf Indian paintbrush
"ASIN9",,"Astranthium integrifolium (Michx.) Nutt.",entireleaf western daisy
"ASINC",,"Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong",entireleaf western daisy
"CEER2",,"Centella erecta (L. f.) Fernald",erect centella
"GAER",,"Galactia erecta (Walter) Vail",erect milkpea
"OPST2",,"Opuntia stricta (Haw.) Haw.",erect pricklypear
"BOER",,"Boerhavia erecta L.",erect spiderling
"BUSC",,"Buddleja scordioides Kunth",escobilla butterflybush
"CYAE2",,"Cynodon aethiopicus W.D. Clayton & Harlan",Ethiopian dogstooth grass
"MYSP2",,"Myriophyllum spicatum L.",Eurasian watermilfoil
"CEPU4",,"Cerastium pumilum W. Curtis",European chickweed
"HEEU",,"Heliotropium europaeum L.",European heliotrope
"CODR2",,"Cooperia drummondii Herb.",evening rainlily
"GESE",,"Gelsemium sempervirens (L.) W.T. Aiton",evening trumpetflower
"RHVI3",,"Rhus virens Lindh. ex A. Gray",evergreen sumac
"RHVIV",,"Rhus virens Lindh. ex A. Gray var. virens ",evergreen sumac
"STAF4",,"Styphnolobium affine (Torr. & A. Gray) Walp.",Eve's necklacepod
"YUFA",,"Yucca faxoniana (Trel.) Sarg.",Eve's needle
"CHNU9",,"Chamaesyce nutans (Lag.) Small",eyebane
"RHPU3",,"Rhynchospora pusilla Chapm. ex M.A. Curtis",fairy beaksedge
"CHLI",,"Cheilanthes lindheimeri Hook.",fairyswords
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"DICO6",,"Digitaria cognata (Schult.) Pilg.",fall witchgrass
"RUAP",,"Rubus apogaeus L.H. Bailey",falling dewberry
"MAVI5",,"Manfreda virginica (L.) Salisb. ex Rose",false aloe
"BREU",,"Brickellia eupatorioides (L.) Shinners",false boneset
"BREUC",,"Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners",false boneset
"BREUC2",,"Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner",false boneset
"BREUT",,"Brickellia eupatorioides (L.) Shinners var. texana (Shinners) Shinners",false boneset
"BREUE",,"Brickellia eupatorioides (L.) Shinners var. eupatorioides ",false boneset
"HAGR4",,"Haploesthes greggii A. Gray",false broomweed
"MUSQ3",,"Munroa squarrosa (Nutt.) Torr.",false buffalograss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"DYTA2",,"Dysodiopsis tagetoides (Torr. & A. Gray) Rydb.",false dogfennel
"STLI2",,"Stenosiphon linifolius (Nutt. ex James) Heynh.",false gaura
"CABU4",,"Carex bulbostylis Mack.",false hair sedge
"CALU3",,"Carex lupuliformis Sartwell ex Dewey",false hop sedge
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"TRCR9",,"Trichloris crinita (Lag.) Parodi",false Rhodes grass
"HYPS",,"Hypericum pseudomaculatum Bush",false spotted St. Johnswort
"VEPL",,"Verbena plicata Greene",fanleaf vervain
"VAAR",,"Vaccinium arboreum Marshall",farkleberry
"RHFA",,"Rhynchospora fascicularis (Michx.) Vahl",fascicled beaksedge
"RHFAF",,"Rhynchospora fascicularis (Michx.) Vahl var. fascicularis ",fascicled beaksedge
"CHVI4",,"Chloris virgata Sw.",feather fingergrass
"RHOL",,"Rhynchospora oligantha A. Gray",featherbristle beaksedge
"ACRU3",,"Acourtia runcinata (Lag. ex D. Don) B.L. Turner",featherleaf desertpeony
"DAFO",,"Dalea formosa Torr.",featherplume
"PEVI2",,"Pennisetum villosum R. Br. ex Fresen.",feathertop
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"SYFE",,"Symphyotrichum fendleri (A. Gray) G.L. Nesom",Fendler's aster
"LEFE",,"Lesquerella fendleri (A. Gray) S. Watson",Fendler's bladderpod
"CEFE",,"Ceanothus fendleri A. Gray",Fendler's ceanothus
"MAFE",,"Malacothrix fendleri A. Gray",Fendler's desertdandelion
"CHFE2",,"Cheilanthes fendleri Hook.",Fendler's lipfern
"PEFE",,"Penstemon fendleri Torr. & A. Gray",Fendler's penstemon
"ARFE",,"Arabis fendleri (S. Watson) Greene",Fendler's rockcress
"ARFEF",,"Arabis fendleri (S. Watson) Greene var. fendleri ",Fendler's rockcress
"CHFE3",,"Chamaesyce fendleri (Torr. & A. Gray) Small",Fendler's sandmat
"CYACF",,"Cymopterus acaulis (Pursh) Raf. var. fendleri (A. Gray) Goodrich",Fendler's springparsley
"CARI2",,"Catapodium rigidum (L.) C.E. Hubbard ex Dony",ferngrass
"CAFE3",,"Carex festucacea Schkuhr ex Willd.",fescue sedge
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"PAFO2",,"Passiflora foetida L.",fetid passionflower
"RHRA2",,"Rhynchospora rariflora (Michx.) Elliott",fewflower beaksedge
"ASLA2",,"Asclepias lanceolata Walter",fewflower milkweed
"SCPA5",,"Scleria pauciflora Muhl. ex Willd.",fewflower nutrush
"HYPA2",,"Hypericum pauciflorum Kunth",fewflower St. Johnswort
"DEPA7",,"Desmodium pauciflorum (Nutt.) DC.",fewflower ticktrefoil
"RUPU3",,"Rumex pulcher L.",fiddle dock
"NIRE",,"Nicotiana repanda Willd. ex Lehm.",fiddleleaf tobacco
"ANPE4",,"Anoda pentaschista A. Gray",field anoda
"COAR4",,"Convolvulus arvensis L.",field bindweed
"BRAR5",,"Bromus arvensis L.",field brome
"SOSE2",,"Soliva sessilis Ruiz & Pav.",field burrweed
"TRCA5",,"Trifolium campestre Schreb.",field clover
"PHMO9",,"Physalis mollis Nutt.",field groundcherry
"PHMOM2",,"Physalis mollis Nutt. var. mollis ",field groundcherry
"PHMOV",,"Physalis mollis Nutt. var. variovestita (Waterf.) J.R. Sullivan",field groundcherry
"EREL",,"Eragrostis elliottii S. Watson",field lovegrass
"BRRAR",,"Brassica rapa L. var. rapa ",field mustard
"BRRA",,"Brassica rapa L.",field mustard
"VIBI",,"Viola bicolor Pursh",field pansy
"PALA10",,"Paspalum laeve Michx.",field paspalum
"THAR5",,"Thlaspi arvense L.",field pennycress
"CUPE",,"Cucurbita pepo L.",field pumpkin
"ARCA12",,"Artemisia campestris L.",field sagewort
"ARCAC",,"Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.",field sagewort
"FILI3",,"Fimbristylis littoralis Gaudich.",fimbry
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"HYFI",,"Hymenopappus filifolius Hook.",fineleaf hymenopappus
"HYFIC",,"Hymenopappus filifolius Hook. var. cinereus (Rydb.) I.M. Johnst.",fineleaf hymenopappus
"CYDI2",,"Cynosciadium digitatum DC.",finger dogshade
"PHDI7",,"Physostegia digitalis Small",finger false dragonhead
"CYDI5",,"Cyperus digitatus Roxb.",finger flatsedge
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"CUPEP2",,"Cuscuta pentagona Engelm. var. pentagona ",fiveangled dodder
"PEQU",,"Perityle quinqueflora (Steyerm.) Shinners",fiveflower rockdaisy
"CAQU3",,"Cayaponia quinqueloba (Raf.) Shinners",fivelobe cucumber
"HYLO2",,"Hypericum lobocarpum Gattinger ex J.M. Coult.",fivelobe St. Johnswort
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"CESE4",,"Cerastium semidecandrum L.",fivestamen chickweed
"BOIN",,"Boerhavia intermedia M.E. Jones",fivewing spiderling
"KOEL",,"Koelreuteria elegans (Seem.) A.C. Sm.",flamegold
"KOELF",,"Koelreuteria elegans (Seem.) A.C. Sm. ssp. formosana (Hayata) F.G. Mey.",flamegold
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"CYPS3",,"Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones",flatsedge
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"ERCO7",,"Eriocaulon compressum Lam.",flattened pipewort
"EUGR5",,"Euthamia graminifolia (L.) Nutt.",flat-top goldentop
"EUGRG",,"Euthamia graminifolia (L.) Nutt. var. graminifolia ",flat-top goldentop
"IPLO2",,"Ipomopsis longiflora (Torr.) V.E. Grant",flaxflowered ipomopsis
"IPLOL",,"Ipomopsis longiflora (Torr.) V.E. Grant ssp. longiflora ",flaxflowered ipomopsis
"CLSU",,"Clappia suaedifolia A. Gray",fleshy clapdaisy
"HYRA",,"Hydrocotyle ranunculoides L. f.",floating marshpennywort
"LUPE5",,"Ludwigia peploides (Kunth) P.H. Raven",floating primrose-willow
"GAST2",,"Galactia striata (Jacq.) Urb.",Florida hammock milkpea
"SPFL10",,"Spiranthes floridana (Wherry) Cory",Florida lady's tresses
"WOGL2",,"Wolffiella gladiata (Hegelm.) Hegelm.",Florida mudmidget
"PAFL4",,"Paspalum floridanum Michx.",Florida paspalum
"SELE2",,"Selaginella lepidophylla (Hook. & Grev.) Spring",flower of stone
"COFL2",,"Cornus florida L.",flowering dogwood
"LIGR4",,"Linum grandiflorum Desf.",flowering flax
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"TRBR5",,"Trichostema brachiatum L.",fluxweed
"LOFL2",,"Lobelia flaccidifolia Small",foldear lobelia
"NOER",,"Nolina erumpens (Torr.) S. Watson",foothill beargrass
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"FIDI",,"Fimbristylis dichotoma (L.) Vahl",forked fimbry
"PALI5",,"Paronychia lindheimeri Engelm. ex A. Gray",forked nailwort
"JUDI",,"Juncus dichotomus Elliott",forked rush
"PYKO",,"Pyracantha koidzumii (Hayata) Rehder",Formosa firethorn
"POTE",,"Polycarpon tetraphyllum (L.) L.",fourleaf manyseed
"POTET2",,"Polycarpon tetraphyllum (L.) L. ssp. tetraphyllum ",fourleaf manyseed
"DIQU",,"Dioscorea quaternata J.F. Gmel.",fourleaf yam
"OERH",,"Oenothera rhombipetala Nutt. ex Torr. & A. Gray",fourpoint evening primrose
"HEPR3",,"Heliotropium procumbens Mill.",fourspike heliotrope
"HEPRP2",,"Heliotropium procumbens Mill. var. procumbens ",fourspike heliotrope
"OETE2",,"Oenothera tetraptera Cav.",fourwing evening primrose
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"GLST",,"Glyceria striata (Lam.) Hitchc.",fowl mannagrass
"CAVU2",,"Carex vulpinoidea Michx.",fox sedge
"CAVUV",,"Carex vulpinoidea Michx. var. vulpinoidea ",fox sedge
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"HOJUJ",,"Hordeum jubatum L. ssp. jubatum ",foxtail barley
"HOJU",,"Hordeum jubatum L.",foxtail barley
"LYAL5",,"Lycopodiella alopecuroides (L.) Cranfill",foxtail clubmoss
"SEIT",,"Setaria italica (L.) P. Beauv.",foxtail millet
"MUAN",,"Muhlenbergia andina (Nutt.) Hitchc.",foxtail muhly
"FRCU",,"Fraxinus cuspidata Torr.",fragrant ash
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"HEGR6",,"Heliotropium greggii Torr.",fragrant heliotrope
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"AGHE5",,"Ageratina herbacea (A. Gray) R.M. King & H. Rob.",fragrant snakeroot
"KYOD",,"Kyllinga odorata Vahl",fragrant spikesedge
"RHAR4",,"Rhus aromatica Aiton",fragrant sumac
"RHARA2",,"Rhus aromatica Aiton var. aromatica ",fragrant sumac
"RHARS",,"Rhus aromatica Aiton var. serotina (Greene) Rehder",fragrant sumac
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"ASLE8",,"Astragalus lentiginosus Douglas ex Hook.",freckled milkvetch
"ASLEA5",,"Astragalus lentiginosus Douglas ex Hook. var. australis Barneby",freckled milkvetch
"CHFR3",,"Chenopodium fremontii S. Watson",Fremont's goosefoot
"TAGA",,"Tamarix gallica L.",French tamarisk
"AMFI",,"Amaranthus fimbriatus (Torr.) Benth. ex S. Watson",fringed amaranth
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"RHPE",,"Rhexia petiolata Walter",fringed meadowbeauty
"SCCI",,"Scleria ciliata Michx.",fringed nutrush
"CACR6",,"Carex crinita Lam.",fringed sedge
"CACRB",,"Carex crinita Lam. var. brevicrinis Fernald",fringed sedge
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"HEDR2",,"Helenium drummondii H. Rock",fringed sneezeweed
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"FUCYC",,"Funastrum cynanchoides (Decne.) Schltr. ssp. cynanchoides ",fringed twinevine
"CHCI",,"Chloris ciliata Sw.",fringed windmill grass
"XYFI",,"Xyris fimbriata Elliott",fringed yelloweyed grass
"RUHU",,"Ruellia humilis Nutt.",fringeleaf wild petunia
"VIVU",,"Vitis vulpina L.",frost grape
"POIN3",,"Poliomintha incana (Torr.) A. Gray",frosted mint
"PHHI",,"Phacelia hirsuta Nutt.",fuzzy phacelia
"PHNI2",,"Phyllanthus niruri L.",gale of the wind
"PHNIL",,"Phyllanthus niruri L. ssp. lathyroides (Kunth) G.L. Webster",gale of the wind
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"PEME",,"Peganum mexicanum A. Gray",garbancillo
"ASOF",,"Asparagus officinalis L.",garden asparagus
"CECY2",,"Centaurea cyanus L.",garden cornflower
"RUAB",,"Rubus aboriginum Rydb.",garden dewberry
"SOLY2",,"Solanum lycopersicum L.",garden tomato
"SOLYL",,"Solanum lycopersicum L. var. lycopersicum ",garden tomato
"VISA",,"Vicia sativa L.",garden vetch
"LERE4",,"Lesquerella recurvata (Engelm. ex A. Gray) S. Watson",gaslight bladderpod
"ERGE",,"Erigeron geiseri Shinners",Geiser's fleabane
"SCGE2",,"Scirpus georgianus Harper",Georgia bulrush
"HEGE",,"Helianthemum georgianum Chapm.",Georgia frostweed
"MARE6",,"Matricaria recutita L.",German chamomile
"CHGE2",,"Chamaesyce geyeri (Engelm. & A. Gray) Small",Geyer's sandmat
"CHGEW",,"Chamaesyce geyeri (Engelm. & A. Gray) Small var. wheeleriana (Warnock & M.C. Johnst.) Mayfield",Geyer's sandmat
"PAGH",,"Panicum ghiesbreghtii Fourn.",Ghiesbreght's panicgrass
"SAMO",,"Sagittaria montevidensis Cham. & Schltdl.",giant arrowhead
"SEMA6",,"Setaria magna Griseb.",giant bristlegrass
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ZIMI",,"Zizaniopsis miliacea (Michx.) Döll & Asch.",giant cutgrass
"SPGI",,"Sporobolus giganteus Nash",giant dropseed
"MIGI",,"Mirabilis gigantea (Standl.) Shinners",giant four o'clock
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"ARDO4",,"Arundo donax L.",giant reed
"CAGI3",,"Calamovilfa gigantea (Nutt.) Scribn. & Merr.",giant sandreed
"CAGI4",,"Carex gigantea Rudge",giant sedge
"TRGI",,"Tradescantia gigantea Rose",giant spiderwort
"SPLO2",,"Spiranthes longilabris Lindl.",giantspiral lady's tresses
"PEAM",,"Penstemon ambiguus Torr.",gilia beardtongue
"LYAS4",,"Lycianthes asarifolia (Kunth & Bouché) Bitter",gingerleaf
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"DALA",,"Dalea lachnostachys A. Gray",glandleaf prairie clover
"POGL5",,"Polygala glandulosa Kunth",glandular milkwort
"HENI2",,"Hexalectris nitida L.O. Williams",Glass Mountain crested coralroot
"RHGL2",,"Rhynchospora globularis (Chapm.) Small",globe beaksedge
"RHRE8",,"Rhynchospora recognita (Gale) Kral",globe beaksedge
"CYEC2",,"Cyperus echinatus (L.) Alph. Wood",globe flatsedge
"LUSP",,"Ludwigia sphaerocarpa Elliott",globefruit primrose-willow
"IPCA5",,"Ipomoea carnea Jacq.",gloria de la manana
"IPCAF",,"Ipomoea carnea Jacq. ssp. fistulosa (Mart. ex Choisy) D. Austin",gloria de la manana
"LILU2",,"Ligustrum lucidum W.T. Aiton",glossy privet
"HYSE2",,"Hypoxis sessilis L.",glossyseed yellow star-grass
"CAER3",,"Castela erecta Turp.",goatbush
"PHAU8",,"Phyllostachys aurea Carrière ex A. Rivière & C. Rivière",golden bamboo
"ALAU",,"Aletris aurea Walter",golden colicroot
"VEEN",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray",golden crownbeard
"RIAU",,"Ribes aureum Pursh",golden currant
"RIAUV",,"Ribes aureum Pursh var. villosum DC.",golden currant
"RUMA4",,"Rumex maritimus L.",golden dock
"DAAU",,"Dalea aurea Nutt. ex Pursh",golden prairie clover
"ARAE",,"Argemone aenea G.B. Ownbey",golden pricklypoppy
"COTI3",,"Coreopsis tinctoria Nutt.",golden tickseed
"COTIT",,"Coreopsis tinctoria Nutt. var. tinctoria ",golden tickseed
"ZIAU",,"Zizia aurea (L.) W.D.J. Koch",golden zizia
"PHRO3",,"Phlox roemeriana Scheele",goldeneye phlox
"COBA2",,"Coreopsis basalis (A. Dietr.) S.F. Blake",goldenmane tickseed
"COIN2",,"Coreopsis intermedia Sherff",goldenwave tickseed
"GAOVG",,"Garrya ovata Benth. ssp. goldmanii (Wooton & Standl.) Dahling",Goldman's silktassel
"SAGO",,"Salix gooddingii C.R. Ball",Goodding's willow
"AMCH3",,"Ammocodon chenopodioides (A. Gray) Standl.",goosefoot moonpod
"LEGO",,"Lesquerella gordonii (A. Gray) S. Watson",Gordon's bladderpod
"LEGOG",,"Lesquerella gordonii (A. Gray) S. Watson var. gordonii ",Gordon's bladderpod
"CARU15",,"Camelina rumelica Velen.",graceful false flax
"CHHY2",,"Chamaesyce hypericifolia (L.) Millsp.",graceful sandmat
"MAGR8",,"Manihot grahamii Hook.",Graham's manihot
"GRGR6",,"Grusonia grahamii (Engelm.) H. Rob.",Graham's pricklypear
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"AMRO3",,"Ammannia robusta Heer & Regel",grand redstem
"CRDI6",,"Croton dioicus Cav.",grassland croton
"MAGR6",,"Marshallia graminifolia (Walter) Small",grassleaf Barbara's buttons
"MAGRC2",,"Marshallia graminifolia (Walter) Small var. cynanthera (Elliott) Beadle & F.E. Boynt.",grassleaf Barbara's buttons
"HEDU2",,"Heteranthera dubia (Jacq.) MacMill.",grassleaf mudplantain
"JUMA4",,"Juncus marginatus Rostk.",grassleaf rush
"SAGR",,"Sagittaria graminea Michx.",grassy arrowhead
"SAGRG",,"Sagittaria graminea Michx. var. graminea ",grassy arrowhead
"BRCY",,"Brickellia cylindracea A. Gray & Engelm.",gravelbar brickellbush
"VEHE",,"Verbesina helianthoides Michx.",gravelweed
"CORA6",,"Cornus racemosa Lam.",gray dogwood
"GACO11",,"Gamochaeta coarctata (Willd.) Kerguélen",gray everlasting
"VEPO",,"Veronica polita Fr.",gray field speedwell
"CHCO",,"Chamaesaracha coniodes (Moric. ex Dunal) Britton",gray five eyes
"SONE",,"Solidago nemoralis Aiton",gray goldenrod
"QUGR3",,"Quercus grisea Liebm.",gray oak
"VECA5",,"Verbena canescens Kunth",gray vervain
"VICI2",,"Vitis cinerea (Engelm.) Engelm. ex Millard",graybark grape
"VICIC2",,"Vitis cinerea (Engelm.) Engelm. ex Millard var. cinerea ",graybark grape
"RHGR2",,"Rhynchospora grayi Kunth",Gray's beaksedge
"PACO11",,"Parthenium confertum A. Gray",Gray's feverfew
"GAHE",,"Galactia heterophylla A. Gray",Gray's milkpea
"STLA17",,"Stemodia lanata Sessé & Moc. ex Benth.",gray-woolly twintip
"LOSI",,"Lobelia siphilitica L.",great blue lobelia
"RUMA3",,"Rudbeckia maxima Nutt.",great coneflower
"LEPU3",,"Leucaena pulverulenta (Schltdl.) Benth.",great leadtree
"CYLU2",,"Cyperus lupulinus (Spreng.) Marcks",Great Plains flatsedge
"CYLUL",,"Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus ",Great Plains flatsedge
"SPMA5",,"Spiranthes magnicamporum Sheviak",Great Plains lady's tresses
"PATA5",,"Packera tampicana (DC.) C. Jeffrey",Great Plains ragwort
"AMTR",,"Ambrosia trifida L.",great ragweed
"CAIN12",,"Carex intumescens Rudge",greater bladder sedge
"TRWA",,"Triadenum walteri (J.G. Gmel.) Gleason",greater marsh St. Johnswort
"MAUN",,"Malaxis unifolia Michx.",green adder's-mouth orchid
"ASVI2",,"Asclepias viridis Walter",green antelopehorn
"PEVI",,"Peltandra virginica (L.) Schott",green arrow arum
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"MOVI5",,"Monarda viridissima Correll",green beebalm
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"SCAT2",,"Scirpus atrovirens Willd.",green bulrush
"MOVE",,"Mollugo verticillata L.",green carpetweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"AGVI5",,"Agalinis viridis (Small) Pennell",green false foxglove
"SCDR",,"Schoenocaulon drummondii A. Gray",green feathershank
"CYVI2",,"Cyperus virens Michx.",green flatsedge
"CRVI2",,"Crataegus viridis L.",green hawthorn
"CRVIV2",,"Crataegus viridis L. var. viridis ",green hawthorn
"RATA",,"Ratibida tagetes (James) Barnhart",green prairie coneflower
"ANVI4",,"Anthaenantia villosa (Michx.) P. Beauv.",green silkyscale
"DALE2",,"Dasylirion leiophyllum Engelm. ex Trel.",green sotol
"LEDU",,"Leptochloa dubia (Kunth) Nees",green sprangletop
"CHCO2",,"Chamaesaracha coronopus (Dunal) A. Gray",greenleaf five eyes
"SODO",,"Solanum douglasii Dunal",greenspot nightshade
"AMAC",,"Amaranthus acanthochiton Sauer",greenstripe
"SPPR2",,"Spiranthes praecox (Walter) S. Watson",greenvein lady's tresses
"CAAL5",,"Carex albolutescens Schwein.",greenwhite sedge
"AMGR2",,"Amaranthus greggii S. Watson",Gregg's amaranth
"ERGR7",,"Eriogonum greggii Torr. & A. Gray",Gregg's buckwheat
"CRGR2",,"Crataegus greggiana Eggl.",Gregg's hawthorn
"SYGR",,"Synthlipsis greggii A. Gray",Gregg's keelpod
"POGR6",,"Porophyllum greggii A. Gray",Gregg's poreleaf
"MOGR2",,"Mortonia greggii A. Gray",Gregg's saddlebush
"JUPI5",,"Justicia pilosella (Nees) Hilsenb.",Gregg's tube tongue
"SEGR6",,"Setaria grisebachii Fourn.",Grisebach's bristlegrass
"LISU4",,"Linum sulcatum Riddell",grooved flax
"LISUS",,"Linum sulcatum Riddell var. sulcatum ",grooved flax
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"APAM",,"Apios americana Medik.",groundnut
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRB",,"Astragalus crassicarpus Nutt. var. berlandieri Barneby",groundplum milkvetch
"ASCRC3",,"Astragalus crassicarpus Nutt. var. crassicarpus ",groundplum milkvetch
"PEGU",,"Penstemon guadalupensis A. Heller",Guadalupe beardtongue
"CHHE",,"Chaetopappa hersheyi S.F. Blake",Guadalupe leastdaisy
"ASPI3",,"Astragalus pictiformis Barneby",Guadalupe milkvetch
"MEPE3",,"Melothria pendula L.",Guadeloupe cucumber
"MEPEP",,"Melothria pendula L. var. pendula ",Guadeloupe cucumber
"SEBE2",,"Senegalia berlandieri Britton & Rose",guajillo
"PEAL7",,"Petiveria alliacea L.",guinea henweed
"URMA3",,"Urochloa maxima (Jacq.) R. Webster",guineagrass
"LITE",,"Liatris tenuis Shinners",Gulf blazing star
"ISMO2",,"Isolepis molesta (M.C. Johnst.) S.G. Sm.",Gulf Coast bulrush
"ELCE",,"Eleocharis cellulosa Torr.",Gulf Coast spikerush
"CYAN5",,"Cynanchum angustifolium Pers.",gulf coast swallow-wort
"YULO",,"Yucca louisianensis Trel.",Gulf Coast yucca
