Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"BAMU",,"Baileya multiradiata Harv. & A. Gray ex A. Gray",desert marigold
"MITU",,"Mimosa turneri Barneby",desert mimosa
"MUGL2",,"Muhlenbergia glauca (Nees) B.D. Jacks.",desert muhly
"BEOB",,"Bernardia obovata I.M. Johnst.",desert myrtlecroton
"HICO",,"Hibiscus coulteri Harv. ex A. Gray",desert rosemallow
"ECST",,"Echeveria strictiflora A. Gray",desert savior
"SUSU",,"Suaeda suffrutescens S. Watson",desert seepweed
"NIOB",,"Nicotiana obtusifolia M. Martens & Galeotti",desert tobacco
"NIOBO",,"Nicotiana obtusifolia M. Martens & Galeotti var. obtusifolia ",desert tobacco
"PRAL4",,"Proboscidea althaeifolia (Benth.) Decne.",desert unicorn-plant
"CHLI2",,"Chilopsis linearis (Cav.) Sweet",desert willow
"ZIAC",,"Zinnia acerosa (DC.) A. Gray",desert zinnia
"GREM",,"Grusonia emoryi (Engelm.) Pinkava",devil cholla
"BIFR",,"Bidens frondosa L.",devil's beggartick
"NYCA",,"Nyctaginia capitata Choisy",devil's bouquet
"ELTO2",,"Elephantopus tomentosus L.",devil's grandmother
"ARSP2",,"Aralia spinosa L.",devil's walkingstick
"ECHO",,"Echinocactus horizonthalonius Lem.",devilshead
"ECHOH",,"Echinocactus horizonthalonius Lem. var. horizonthalonius ",devilshead
"OPHU",,"Opuntia humifusa (Raf.) Raf.",devil's-tongue
"STNIN",,"Stenaria nigricans (Lam.) Terrell var. nigricans ",diamondflowers
"STNI6",,"Stenaria nigricans (Lam.) Terrell",diamond-flowers
"DEGL4",,"Desmodium glabellum (Michx.) DC.",Dillenius' ticktrefoil
"BARO",,"Bacopa rotundifolia (Michx.) Wettst.",disk waterhyssop
"PEDI2",,"Perityle dissecta (Torr.) A. Gray",dissected rockdaisy
"PESE6",,"Penthorum sedoides L.",ditch stonecrop
"IRHE2",,"Iris hexagona Walter",Dixie iris
"IRHEF",,"Iris hexagona Walter var. flexicaulis (Small) R.C. Foster",Dixie iris
"MIMU6",,"Minuartia muscorum (Fassett) Rabeler",Dixie stitchwort
"PLSC4",,"Plumbago scandens L.",doctorbush
"EUCA5",,"Eupatorium capillifolium (Lam.) Small",dogfennel
"TRAM9",,"Tragia amblyodonta (Müll. Arg.) Pax & K. Hoffm.",dogtooth noseburn
"RHRE",,"Rhynchosia reniformis DC.",dollarleaf
"LIPUP",,"Liatris punctata Hook. var. punctata ",dotted blazing star
"LIPU",,"Liatris punctata Hook.",dotted blazing star
"LAPU12",,"Landoltia punctata (G. Mey.) D.H. Les & D.J. Crawford",dotted duckmeat
"POPU5",,"Polygonum punctatum Elliott",dotted smartweed
"PRPA2",,"Proboscidea parviflora (Wooton) Wooton & Standl.",doubleclaw
"PRPAP3",,"Proboscidea parviflora (Wooton) Wooton & Standl. ssp. parviflora ",doubleclaw
"PRPAP4",,"Proboscidea parviflora (Wooton) Wooton & Standl. ssp. parviflora var. parviflora ",doubleclaw
"COAJ",,"Consolida ajacis (L.) Schur",doubtful knight's-spur
"LYPU",,"Lycium puberulum A. Gray",downy desert-thorn
"LYPUP",,"Lycium puberulum A. Gray var. puberulum ",downy desert-thorn
"CAPU11",,"Castilleja purpurea (Nutt.) G. Don",downy Indian paintbrush
"CAPUP5",,"Castilleja purpurea (Nutt.) G. Don var. purpurea ",downy Indian paintbrush
"LOPU",,"Lobelia puberula Michx.",downy lobelia
"LOPUP",,"Lobelia puberula Michx. var. pauciflora Bush",downy lobelia
"GAVO",,"Galactia volubilis (L.) Britton",downy milkpea
"CASE5",,"Castilleja sessiliflora Pursh",downy paintedcup
"PHPI",,"Phlox pilosa L.",downy phlox
"PHPIP",,"Phlox pilosa L. ssp. pulcherrima Lundell",downy phlox
"PHPIP2",,"Phlox pilosa L. ssp. pilosa ",downy phlox
"DANE",,"Dalea neomexicana (A. Gray) Cory",downy prairie clover
"DANEN",,"Dalea neomexicana (A. Gray) Cory var. neomexicana ",downy prairie clover
"SOPE",,"Solidago petiolaris Aiton",downy ragged goldenrod
"SOPEA",,"Solidago petiolaris Aiton var. angusta (Torr. & A. Gray) A. Gray",downy ragged goldenrod
"AUVI",,"Aureolaria virginica (L.) Pennell",downy yellow false foxglove
"VIPU3",,"Viola pubescens Aiton",downy yellow violet
"VIPUP2",,"Viola pubescens Aiton var. pubescens ",downy yellow violet
"POCR",,"Polygala cruciata L.",drumheads
"POCRC",,"Polygala cruciata L. var. cruciata ",drumheads
"SYDR",,"Symphyotrichum drummondii (Lindl.) G.L. Nesom",Drummond's aster
"SYDRT",,"Symphyotrichum drummondii (Lindl.) G.L. Nesom var. texanum (Burgess) G.L. Nesom",Drummond's aster
"CLDR",,"Clematis drummondii Torr. & A. Gray",Drummond's clematis
"SPCOD3",,"Sporobolus compositus (Poir.) Merr. var. drummondii (Trin.) Kartesz & Gandhi",Drummond's dropseed
"HEDR",,"Hedeoma drummondii Benth.",Drummond's false pennyroyal
"ISDR",,"Isocoma drummondii (Torr. & A. Gray) Greene",Drummond's goldenbush
"STDR",,"Stachys drummondii Benth.",Drummond's hedgenettle
"PHAB",,"Phyllanthus abnormis Baill.",Drummond's leaf-flower
"PHABA",,"Phyllanthus abnormis Baill. var. abnormis ",Drummond's leaf-flower
"PADR",,"Paronychia drummondii Torr. & A. Gray",Drummond's nailwort
"ALDR",,"Allium drummondii Regel",Drummond's onion
"CYDR4",,"Cyperus drummondii Torr. & Hook.",Drummond's sedge
"SCDR2",,"Scutellaria drummondii Benth.",Drummond's skullcap
"SCDRD",,"Scutellaria drummondii Benth. var. drummondii ",Drummond's skullcap
"SCDRE",,"Scutellaria drummondii Benth. var. edwardsiana B.L. Turner",Drummond's skullcap
"XATED",,"Xanthisma texanum DC. var. drummondii (Torr. & A. Gray) A. Gray",Drummond's sleepydaisy
"MIDR",,"Minuartia drummondii (Shinners) McNeill",Drummond's stitchwort
"OXDR",,"Oxalis drummondii A. Gray",Drummond's woodsorrel
"PSGN",,"Psilostrophe gnaphalioides DC.",dudweed
"ESDU",,"Escobaria duncanii (Hester) Backeb.",Duncan's foxtail cactus
"SIMI2",,"Sisyrinchium minus Engelm. & A. Gray",dwarf blue-eyed grass
"DETA",,"Desmanthus tatuhyensis Hoehne",dwarf bundleflower
"DETAB",,"Desmanthus tatuhyensis Hoehne var. brevipes (B.L. Turner) Luckow",dwarf bundleflower
"VENA",,"Verbesina nana (A. Gray) B.L. Rob. & Greenm.",dwarf crownbeard
"ANPU6",,"Anisacanthus puberulus (Torr.) Henrickson & Lott",dwarf desert honeysuckle
"ACNA2",,"Acourtia nana (A. Gray) Reveal & R.M. King",dwarf desertpeony
"HENA",,"Hedeoma nana (Torr.) Briq.",dwarf false pennyroyal
"HENAN",,"Hedeoma nana (Torr.) Briq. ssp. nana ",dwarf false pennyroyal
"PHPU8",,"Physalis pumila Nutt.",dwarf groundcherry
"CEPU10",,"Celtis pumila Pursh",dwarf hackberry
"CORA4",,"Conyza ramosissima Cronquist",dwarf horseweed
"ABPA3",,"Abutilon parvulum A. Gray",dwarf Indian mallow
"IPPU4",,"Ipomopsis pumila (Nutt.) V.E. Grant",dwarf ipomopsis
"SAMI8",,"Sabal minor (Jacq.) Pers.",dwarf palmetto
"DANA",,"Dalea nana Torr. ex A. Gray",dwarf prairie clover
"SABI",,"Salicornia bigelovii Torr.",dwarf saltwort
"CHJE",,"Chamaesyce jejuna (M.C. Johnst. & Warnock) Shinners",dwarf sandmat
"SEPU13",,"Senna pumilio (A. Gray) Irwin & Barneby",dwarf senna
"ELPA5",,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush
"HYMU",,"Hypericum mutilum L.",dwarf St. Johnswort
"CAHU",,"Calliandra humilis Benth.",dwarf stickpea
"CAHUH",,"Calliandra humilis Benth. var. humilis ",dwarf stickpea
"DRBR3",,"Drosera brevifolia Pursh",dwarf sundew
"FUPU",,"Fuirena pumila (Torr.) Spreng.",dwarf umbrella-sedge
"MUAR",,"Muhlenbergia arenacea (Buckley) Hitchc.",ear muhly
"SOAU2",,"Solidago auriculata Shuttlw. ex S.F. Blake",eared goldenrod
"SIAU2",,"Sisymbrium auriculatum A. Gray",eared hedgemustard
"AMAU2",,"Ammannia auriculata Willd.",eared redstem
"SITR",,"Sida tragiifolia A. Gray",earleaf fanpetals
"RAFA",,"Ranunculus fascicularis Muhl. ex Bigelow",early buttercup
"STBA",,"Stenandrium barbatum Torr. & A. Gray",early shaggytuft
"ELMA",,"Elymus macgregorii R. Brooks & J.J.N. Campb.",early wildrye
"THFL",,"Thelesperma flavodiscum (Shinners) B.L. Turner",East Texas greenthread
"SYSU5",,"Symphyotrichum subulatum (Michx.) G.L. Nesom",eastern annual saltmarsh aster
"BAHA",,"Baccharis halimifolia L.",eastern baccharis
"SIAT",,"Sisyrinchium atlanticum E.P. Bicknell",eastern blue-eyed grass
"PODE3",,"Populus deltoides W. Bartram ex Marshall",eastern cottonwood
"PODED",,"Populus deltoides W. Bartram ex Marshall ssp. deltoides ",eastern cottonwood
"CATR6",,"Carex triangularis Boeckeler",eastern fox sedge
"TRDA3",,"Tripsacum dactyloides (L.) L.",eastern gamagrass
"THPA",,"Thelypteris palustris Schott",eastern marsh fern
"THPAP",,"Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald",eastern marsh fern
"GARE2",,"Galactia regularis (L.) Britton, Sterns & Poggenb.",eastern milkpea
"CAAM8",,"Carex amphibola Steud.",eastern narrowleaf sedge
"TORA2",,"Toxicodendron radicans (L.) Kuntze",eastern poison ivy
"CECAC",,"Cercis canadensis L. var. canadensis ",eastern redbud
"CECA4",,"Cercis canadensis L.",eastern redbud
"JUVI",,"Juniperus virginiana L.",eastern redcedar
"JUVIV",,"Juniperus virginiana L. var. virginiana ",eastern redcedar
"MIRU5",,"Mimosa rupertiana B.L. Turner",eastern sensitive plant
"CABL",,"Carex blanda Dewey",eastern woodland sedge
"CHEA",,"Cheilanthes eatonii Baker",Eaton's lipfern
"ASPL",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort
"ASPLP",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron ",ebony spleenwort
"GAMA2",,"Galactia marginalis Benth.",edible milkpea
"NIED",,"Nicolletia edwardsii A. Gray",Edwards' hole-in-the-sand plant
"CHED",,"Chamaesaracha edwardsiana Averett",Edwards Plateau five eyes
"ASPL8",,"Astragalus pleianthus (Shinners) Isely",Edwards Plateau milkvetch
"CAED5",,"Carex edwardsiana Bridges & Orzell",Edwards Plateau sedge
"OPED",,"Opuntia edwardsii V.E. Grant & K.A. Grant",Edwards' pricklypear
"GAOV",,"Garrya ovata Benth.",eggleaf silktassel
"DAAE",,"Dactyloctenium aegyptium (L.) Willd.",Egyptian grass
"PAGE2",,"Paspalidium geminatum (Forssk.) Stapf",Egyptian panicgrass
"PAGEG",,"Paspalidium geminatum (Forssk.) Stapf var. geminatum ",Egyptian panicgrass
"MESA2",,"Mentzelia saxicola H.J. Thomp. & Zavort.",El Paso blazingstar
"AGEL4",,"Agrostis elliottiana Schult.",Elliott's bentgrass
"ANGY2",,"Andropogon gyrans Ashe",Elliott's bluestem
"ALEL",,"Allium elmendorfii M.E. Jones ex Ownbey",Elmendorf's onion
"SOUL2",,"Solidago ulmifolia Muhl. ex Willd.",elmleaf goldenrod
"QUEM",,"Quercus emoryi Torr.",Emory oak
"SEEM3",,"Senegalia ×emoryana (Benth.) Britton & Rose berlandieri × greggii",Emory's acacia
"ASEM2",,"Astragalus emoryanus (Rydb.) Cory",Emory's milkvetch
"ASEME",,"Astragalus emoryanus (Rydb.) Cory var. emoryanus ",Emory's milkvetch
"ASEMT",,"Astragalus emoryanus (Rydb.) Cory var. terlinguensis (Cory) Barneby",Emory's milkvetch
"MIEM",,"Mimosa emoryana Benth.",Emory's mimosa
"CAEM2",,"Carex emoryi Dewey",Emory's sedge
"LEEN",,"Lesquerella engelmannii (A. Gray) S. Watson",Engelmann's bladderpod
"ENPE4",,"Engelmannia peristenia (Raf.) Goodman & C.A. Lawson",Engelmann's daisy
"OEEN",,"Oenothera engelmannii (Small) Munz",Engelmann's evening primrose
"ASEN",,"Asclepias engelmanniana Woodson",Engelmann's milkweed
"ELEN",,"Eleocharis engelmannii Steud.",Engelmann's spikerush
"CIEN2",,"Cirsium engelmannii Rydb.",Engelmann's thistle
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"CAIN13",,"Castilleja indivisa Engelm.",entireleaf Indian paintbrush
"ASIN9",,"Astranthium integrifolium (Michx.) Nutt.",entireleaf western daisy
"ASINC",,"Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong",entireleaf western daisy
"GAER",,"Galactia erecta (Walter) Vail",erect milkpea
"BOER",,"Boerhavia erecta L.",erect spiderling
"BUSC",,"Buddleja scordioides Kunth",escobilla butterflybush
"CEPU4",,"Cerastium pumilum W. Curtis",European chickweed
"PHAUA7",,"Phragmites australis (Cav.) Trin. ex Steud. ssp. australis ",European common reed
"CODR2",,"Cooperia drummondii Herb.",evening rainlily
"GESE",,"Gelsemium sempervirens (L.) W.T. Aiton",evening trumpetflower
"RHVI3",,"Rhus virens Lindh. ex A. Gray",evergreen sumac
"RHVIV",,"Rhus virens Lindh. ex A. Gray var. virens ",evergreen sumac
"STAF4",,"Styphnolobium affine (Torr. & A. Gray) Walp.",Eve's necklacepod
"YUFA",,"Yucca faxoniana (Trel.) Sarg.",Eve's needle
"CHNU9",,"Chamaesyce nutans (Lag.) Small",eyebane
"RHPU3",,"Rhynchospora pusilla Chapm. ex M.A. Curtis",fairy beaksedge
"CHLI",,"Cheilanthes lindheimeri Hook.",fairyswords
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"DICO6",,"Digitaria cognata (Schult.) Pilg.",fall witchgrass
"RUAP",,"Rubus apogaeus L.H. Bailey",falling dewberry
"MAVI5",,"Manfreda virginica (L.) Salisb. ex Rose",false aloe
"BREUT",,"Brickellia eupatorioides (L.) Shinners var. texana (Shinners) Shinners",false boneset
"BREU",,"Brickellia eupatorioides (L.) Shinners",false boneset
"BREUC",,"Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners",false boneset
"BREUC2",,"Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner",false boneset
"BREUE",,"Brickellia eupatorioides (L.) Shinners var. eupatorioides ",false boneset
"HAGR4",,"Haploesthes greggii A. Gray",false broomweed
"MUSQ3",,"Munroa squarrosa (Nutt.) Torr.",false buffalograss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"DYTA2",,"Dysodiopsis tagetoides (Torr. & A. Gray) Rydb.",false dogfennel
"STLI2",,"Stenosiphon linifolius (Nutt. ex James) Heynh.",false gaura
"CAER2",,"Cathestecum erectum Vasey & Hack.",false grama
"CABU4",,"Carex bulbostylis Mack.",false hair sedge
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"TRCR9",,"Trichloris crinita (Lag.) Parodi",false Rhodes grass
"HYPS",,"Hypericum pseudomaculatum Bush",false spotted St. Johnswort
"SOTE4",,"Solanum tenuipes Bartlett",fancy nightshade
"SOTEL",,"Solanum tenuipes Bartlett var. latisectum M.D. Whalen",fancy nightshade
"VEPL",,"Verbena plicata Greene",fanleaf vervain
"VAAR",,"Vaccinium arboreum Marshall",farkleberry
"CHVI4",,"Chloris virgata Sw.",feather fingergrass
"RHOL",,"Rhynchospora oligantha A. Gray",featherbristle beaksedge
"ACRU3",,"Acourtia runcinata (Lag. ex D. Don) B.L. Turner",featherleaf desertpeony
"DAFO",,"Dalea formosa Torr.",featherplume
"PEVI2",,"Pennisetum villosum R. Br. ex Fresen.",feathertop
"AMTH",,"Amsonia tharpii Woodson",feltleaf bluestar
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"SYFE",,"Symphyotrichum fendleri (A. Gray) G.L. Nesom",Fendler's aster
"LEFE",,"Lesquerella fendleri (A. Gray) S. Watson",Fendler's bladderpod
"SPFE",,"Sphaeralcea fendleri A. Gray",Fendler's globemallow
"SPFEF",,"Sphaeralcea fendleri A. Gray ssp. fendleri ",Fendler's globemallow
"CHFE2",,"Cheilanthes fendleri Hook.",Fendler's lipfern
"THFE",,"Thalictrum fendleri Engelm. ex A. Gray",Fendler's meadow-rue
"PEFE",,"Penstemon fendleri Torr. & A. Gray",Fendler's penstemon
"ARFE",,"Arabis fendleri (S. Watson) Greene",Fendler's rockcress
"ARFEF",,"Arabis fendleri (S. Watson) Greene var. fendleri ",Fendler's rockcress
"CHFE3",,"Chamaesyce fendleri (Torr. & A. Gray) Small",Fendler's sandmat
"CARI2",,"Catapodium rigidum (L.) C.E. Hubbard ex Dony",ferngrass
"CAFE3",,"Carex festucacea Schkuhr ex Willd.",fescue sedge
"DYGR",,"Dysphania graveolens (Willd.) Mosyakin & Clemants",fetid goosefoot
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"RHRA2",,"Rhynchospora rariflora (Michx.) Elliott",fewflower beaksedge
"BILE",,"Bidens leptocephala Sherff",fewflower beggarticks
"ASLA2",,"Asclepias lanceolata Walter",fewflower milkweed
"DEPA7",,"Desmodium pauciflorum (Nutt.) DC.",fewflower ticktrefoil
"RUPU3",,"Rumex pulcher L.",fiddle dock
"NIRE",,"Nicotiana repanda Willd. ex Lehm.",fiddleleaf tobacco
"COAR4",,"Convolvulus arvensis L.",field bindweed
"BRAR5",,"Bromus arvensis L.",field brome
"SOSE2",,"Soliva sessilis Ruiz & Pav.",field burrweed
"TRCA5",,"Trifolium campestre Schreb.",field clover
"PHMO9",,"Physalis mollis Nutt.",field groundcherry
"PHMOM2",,"Physalis mollis Nutt. var. mollis ",field groundcherry
"EREL",,"Eragrostis elliottii S. Watson",field lovegrass
"BRRAR",,"Brassica rapa L. var. rapa ",field mustard
"BRRA",,"Brassica rapa L.",field mustard
"VIBI",,"Viola bicolor Pursh",field pansy
"PALA10",,"Paspalum laeve Michx.",field paspalum
"THAR5",,"Thlaspi arvense L.",field pennycress
"CUPE",,"Cucurbita pepo L.",field pumpkin
"ARCAC",,"Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.",field sagewort
"ARCA12",,"Artemisia campestris L.",field sagewort
"FILI3",,"Fimbristylis littoralis Gaudich.",fimbry
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"HYFI",,"Hymenopappus filifolius Hook.",fineleaf hymenopappus
"HYFIC",,"Hymenopappus filifolius Hook. var. cinereus (Rydb.) I.M. Johnst.",fineleaf hymenopappus
"NATE3",,"Nassella tenuissima (Trin.) Barkworth",finestem needlegrass
"CYDI2",,"Cynosciadium digitatum DC.",finger dogshade
"CYDI5",,"Cyperus digitatus Roxb.",finger flatsedge
"CUDI",,"Cucurbita digitata A. Gray",fingerleaf gourd
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"BOTE2",,"Bouvardia ternifolia (Cav.) Schltdl.",firecrackerbush
"ECREF2",,"Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. fitchii (Britton & Rose) N.P. Taylor",Fitch's hedgehog cactus
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"PEFI",,"Pectis filipes Harv. & A. Gray",fivebract chinchweed
"PEFIS",,"Pectis filipes Harv. & A. Gray var. subnuda Fernald",fivebract chinchweed
"PEQU",,"Perityle quinqueflora (Steyerm.) Shinners",fiveflower rockdaisy
"BAHY",,"Bassia hyssopifolia (Pall.) Kuntz",fivehorn smotherweed
"HYLO2",,"Hypericum lobocarpum Gattinger ex J.M. Coult.",fivelobe St. Johnswort
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEB",,"Thymophylla pentachaeta (DC.) Small var. belenidium (DC.) Strother",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"TACH2",,"Tamarix chinensis Lour.",five-stamen tamarisk
"BOIN",,"Boerhavia intermedia M.E. Jones",fivewing spiderling
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"CYPS3",,"Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones",flatsedge
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"LAOCC",,"Lappula occidentalis (S. Watson) Greene var. cupulata (A. Gray) Higgins",flatspine stickseed
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"EUGR5",,"Euthamia graminifolia (L.) Nutt.",flat-top goldentop
"EUGRG",,"Euthamia graminifolia (L.) Nutt. var. graminifolia ",flat-top goldentop
"IPLO2",,"Ipomopsis longiflora (Torr.) V.E. Grant",flaxflowered ipomopsis
"IPLOL",,"Ipomopsis longiflora (Torr.) V.E. Grant ssp. longiflora ",flaxflowered ipomopsis
"TICA2",,"Tidestromia carnosa (Steyerm.) I.M. Johnst.",fleshy honeysweet
"GLSE3",,"Glyceria septentrionalis Hitchc.",floating mannagrass
"HYRA",,"Hydrocotyle ranunculoides L. f.",floating marshpennywort
"LUPE5",,"Ludwigia peploides (Kunth) P.H. Raven",floating primrose-willow
"LUPEP2",,"Ludwigia peploides (Kunth) P.H. Raven ssp. peploides ",floating primrose-willow
"GAST2",,"Galactia striata (Jacq.) Urb.",Florida hammock milkpea
"PAFL4",,"Paspalum floridanum Michx.",Florida paspalum
"HITR",,"Hibiscus trionum L.",flower of an hour
"SELE2",,"Selaginella lepidophylla (Hook. & Grev.) Spring",flower of stone
"COFL2",,"Cornus florida L.",flowering dogwood
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"TRBR5",,"Trichostema brachiatum L.",fluxweed
"LOFL2",,"Lobelia flaccidifolia Small",foldear lobelia
"NOER",,"Nolina erumpens (Torr.) S. Watson",foothill beargrass
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"FIDI",,"Fimbristylis dichotoma (L.) Vahl",forked fimbry
"JUDI",,"Juncus dichotomus Elliott",forked rush
"EUBI3",,"Euphorbia bifurcata Engelm.",forked spurge
"ARBA2",,"Aristida basiramea Engelm. ex Vasey",forked threeawn
"DABR",,"Dalea brachystachya A. Gray",Fort Bowie prairie clover
"POTE",,"Polycarpon tetraphyllum (L.) L.",fourleaf manyseed
"POTET2",,"Polycarpon tetraphyllum (L.) L. ssp. tetraphyllum ",fourleaf manyseed
"OERH",,"Oenothera rhombipetala Nutt. ex Torr. & A. Gray",fourpoint evening primrose
"OETE2",,"Oenothera tetraptera Cav.",fourwing evening primrose
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"CAVU2",,"Carex vulpinoidea Michx.",fox sedge
"CAVUV",,"Carex vulpinoidea Michx. var. vulpinoidea ",fox sedge
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"HOJUJ",,"Hordeum jubatum L. ssp. jubatum ",foxtail barley
"HOJU",,"Hordeum jubatum L.",foxtail barley
"LYAL5",,"Lycopodiella alopecuroides (L.) Cranfill",foxtail clubmoss
"DALE3",,"Dalea leporina (Aiton) Bullock",foxtail prairie clover
"FRCU",,"Fraxinus cuspidata Torr.",fragrant ash
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"HEGR6",,"Heliotropium greggii Torr.",fragrant heliotrope
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"KYOD",,"Kyllinga odorata Vahl",fragrant spikesedge
"RHAR4",,"Rhus aromatica Aiton",fragrant sumac
"RHARA2",,"Rhus aromatica Aiton var. aromatica ",fragrant sumac
"RHARS",,"Rhus aromatica Aiton var. serotina (Greene) Rehder",fragrant sumac
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"ASLE8",,"Astragalus lentiginosus Douglas ex Hook.",freckled milkvetch
"POFR2",,"Populus fremontii S. Watson",Fremont cottonwood
"POFRM",,"Populus fremontii S. Watson ssp. mesetae Eckenwalder",Fremont cottonwood
"CHFR3",,"Chenopodium fremontii S. Watson",Fremont's goosefoot
"TAGA",,"Tamarix gallica L.",French tamarisk
"AMFI",,"Amaranthus fimbriatus (Torr.) Benth. ex S. Watson",fringed amaranth
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"RHPE",,"Rhexia petiolata Walter",fringed meadowbeauty
"SCCI",,"Scleria ciliata Michx.",fringed nutrush
"RUCH4",,"Ruta chalepensis L.",fringed rue
"CACR6",,"Carex crinita Lam.",fringed sedge
"CACRB",,"Carex crinita Lam. var. brevicrinis Fernald",fringed sedge
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"HEDR2",,"Helenium drummondii H. Rock",fringed sneezeweed
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"FUCYC",,"Funastrum cynanchoides (Decne.) Schltr. ssp. cynanchoides ",fringed twinevine
"EPCI",,"Epilobium ciliatum Raf.",fringed willowherb
"EPCIC",,"Epilobium ciliatum Raf. ssp. ciliatum ",fringed willowherb
"RUHU",,"Ruellia humilis Nutt.",fringeleaf wild petunia
"VIVU",,"Vitis vulpina L.",frost grape
"GAPA2",,"Galinsoga parviflora Cav.",gallant soldier
"QUGA",,"Quercus gambelii Nutt.",Gambel oak
"QUGAG",,"Quercus gambelii Nutt. var. gambelii ",Gambel oak
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"ASOF",,"Asparagus officinalis L.",garden asparagus
"VISA",,"Vicia sativa L.",garden vetch
"VISAN2",,"Vicia sativa L. ssp. nigra (L.) Ehrh.",garden vetch
"LERE4",,"Lesquerella recurvata (Engelm. ex A. Gray) S. Watson",gaslight bladderpod
"ERGE",,"Erigeron geiseri Shinners",Geiser's fleabane
"CAGE6",,"Castilleja genevievana G.L. Nesom",Genevieve's Indian paintbrush
"SCGE2",,"Scirpus georgianus Harper",Georgia bulrush
"HEGE",,"Helianthemum georgianum Chapm.",Georgia frostweed
"ILLO",,"Ilex longipes Chapm. ex Trel.",Georgia holly
"CHGE2",,"Chamaesyce geyeri (Engelm. & A. Gray) Small",Geyer's sandmat
"SAMO",,"Sagittaria montevidensis Cham. & Schltdl.",giant arrowhead
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ZIMI",,"Zizaniopsis miliacea (Michx.) Döll & Asch.",giant cutgrass
"SPGI",,"Sporobolus giganteus Nash",giant dropseed
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"VEGI",,"Vernonia gigantea (Walter) Trel.",giant ironweed
"VEGIG",,"Vernonia gigantea (Walter) Trel. ssp. gigantea ",giant ironweed
"ASGI2",,"Astragalus giganteus S. Watson",giant milkvetch
"ARDO4",,"Arundo donax L.",giant reed
"CAGI3",,"Calamovilfa gigantea (Nutt.) Scribn. & Merr.",giant sandreed
"CAGI4",,"Carex gigantea Rudge",giant sedge
"CUAP",,"Cuscuta applanata Engelm.",Gila River dodder
"PEAM",,"Penstemon ambiguus Torr.",gilia beardtongue
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"DALA",,"Dalea lachnostachys A. Gray",glandleaf prairie clover
"DEGL8",,"Desmanthus glandulosus (B.L. Turner) Luckow",glandular bundleflower
