Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"SOPEA",,"Solidago petiolaris Aiton var. angusta (Torr. & A. Gray) A. Gray",downy ragged goldenrod
"ASRE3",,"Astragalus reflexus Torr. & A. Gray",drooping milkvetch
"POCR",,"Polygala cruciata L.",drumheads
"POCRC",,"Polygala cruciata L. var. cruciata ",drumheads
"SYDR",,"Symphyotrichum drummondii (Lindl.) G.L. Nesom",Drummond's aster
"SYDRT",,"Symphyotrichum drummondii (Lindl.) G.L. Nesom var. texanum (Burgess) G.L. Nesom",Drummond's aster
"OEXE",,"Oenothera xerogaura W.L. Wagner & Hoch",Drummond's beeblossom
"CLDR",,"Clematis drummondii Torr. & A. Gray",Drummond's clematis
"HEDR",,"Hedeoma drummondii Benth.",Drummond's false pennyroyal
"ISDR",,"Isocoma drummondii (Torr. & A. Gray) Greene",Drummond's goldenbush
"LIDR3",,"Lipocarpha drummondii (Nees) G. Tucker",Drummond's halfchaff sedge
"STDR",,"Stachys drummondii Benth.",Drummond's hedgenettle
"PHAB",,"Phyllanthus abnormis Baill.",Drummond's leaf-flower
"PHABA",,"Phyllanthus abnormis Baill. var. abnormis ",Drummond's leaf-flower
"PADR",,"Paronychia drummondii Torr. & A. Gray",Drummond's nailwort
"ALDR",,"Allium drummondii Regel",Drummond's onion
"SCDR2",,"Scutellaria drummondii Benth.",Drummond's skullcap
"SCDRD",,"Scutellaria drummondii Benth. var. drummondii ",Drummond's skullcap
"SCDRE",,"Scutellaria drummondii Benth. var. edwardsiana B.L. Turner",Drummond's skullcap
"XATED",,"Xanthisma texanum DC. var. drummondii (Torr. & A. Gray) A. Gray",Drummond's sleepydaisy
"FRDR",,"Froelichia drummondii Moq.",Drummond's snakecotton
"MIDR",,"Minuartia drummondii (Shinners) McNeill",Drummond's stitchwort
"RUDR",,"Ruellia drummondiana (Nees) A. Gray",Drummond's wild petunia
"OXDR",,"Oxalis drummondii A. Gray",Drummond's woodsorrel
"XYDR",,"Xyris drummondii Malme",Drummond's yelloweyed grass
"PSGN",,"Psilostrophe gnaphalioides DC.",dudweed
"CRST",,"Crataegus stenosepala Sarg.",duke hawthorn
"SIMI2",,"Sisyrinchium minus Engelm. & A. Gray",dwarf blue-eyed grass
"VENA",,"Verbesina nana (A. Gray) B.L. Rob. & Greenm.",dwarf crownbeard
"ACNA2",,"Acourtia nana (A. Gray) Reveal & R.M. King",dwarf desertpeony
"PHPU8",,"Physalis pumila Nutt.",dwarf groundcherry
"CEPU10",,"Celtis pumila Pursh",dwarf hackberry
"CRUN",,"Crataegus uniflora Münchh.",dwarf hawthorn
"CORA4",,"Conyza ramosissima Cronquist",dwarf horseweed
"HODR3",,"Hoffmannseggia drummondii Torr. & A. Gray",dwarf nicker
"SAMI8",,"Sabal minor (Jacq.) Pers.",dwarf palmetto
"DANA",,"Dalea nana Torr. ex A. Gray",dwarf prairie clover
"SABI",,"Salicornia bigelovii Torr.",dwarf saltwort
"CHJE",,"Chamaesyce jejuna (M.C. Johnst. & Warnock) Shinners",dwarf sandmat
"SEPU13",,"Senna pumilio (A. Gray) Irwin & Barneby",dwarf senna
"ELPA5",,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush
"HYMU",,"Hypericum mutilum L.",dwarf St. Johnswort
"DRBR3",,"Drosera brevifolia Pursh",dwarf sundew
"FUPU",,"Fuirena pumila (Torr.) Spreng.",dwarf umbrella-sedge
"MUAR",,"Muhlenbergia arenacea (Buckley) Hitchc.",ear muhly
"SOAU2",,"Solidago auriculata Shuttlw. ex S.F. Blake",eared goldenrod
"LEAU4",,"Lesquerella auriculata (Engelm. & A. Gray) S. Watson",earleaf bladderpod
"RAFA",,"Ranunculus fascicularis Muhl. ex Bigelow",early buttercup
"ELMA",,"Elymus macgregorii R. Brooks & J.J.N. Campb.",early wildrye
"THFL",,"Thelesperma flavodiscum (Shinners) B.L. Turner",East Texas greenthread
"LILO3",,"Lilium longiflorum Thunb.",Easter lily
"BAHA",,"Baccharis halimifolia L.",eastern baccharis
"SIAT",,"Sisyrinchium atlanticum E.P. Bicknell",eastern blue-eyed grass
"PODE3",,"Populus deltoides W. Bartram ex Marshall",eastern cottonwood
"PODED",,"Populus deltoides W. Bartram ex Marshall ssp. deltoides ",eastern cottonwood
"ERAN",,"Erigeron annuus (L.) Pers.",eastern daisy fleabane
"STGR2",,"Stenanthium gramineum (Ker Gawl.) Morong",eastern featherbells
"CATR6",,"Carex triangularis Boeckeler",eastern fox sedge
"TRDA3",,"Tripsacum dactyloides (L.) L.",eastern gamagrass
"THPA",,"Thelypteris palustris Schott",eastern marsh fern
"THPAP",,"Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald",eastern marsh fern
"CAAM8",,"Carex amphibola Steud.",eastern narrowleaf sedge
"TORAR",,"Toxicodendron radicans (L.) Kuntze ssp. radicans ",eastern poison ivy
"TORA2",,"Toxicodendron radicans (L.) Kuntze",eastern poison ivy
"CECAC",,"Cercis canadensis L. var. canadensis ",eastern redbud
"CECA4",,"Cercis canadensis L.",eastern redbud
"JUVI",,"Juniperus virginiana L.",eastern redcedar
"JUVIV",,"Juniperus virginiana L. var. virginiana ",eastern redcedar
"MIRU5",,"Mimosa rupertiana B.L. Turner",eastern sensitive plant
"FOAC",,"Forestiera acuminata (Michx.) Poir.",eastern swampprivet
"CABL",,"Carex blanda Dewey",eastern woodland sedge
"CHEA",,"Cheilanthes eatonii Baker",Eaton's lipfern
"DISP4",,"Dichanthelium spretum (Schult.) Freckmann",Eaton's rosette grass
"ASPL",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort
"ASPLP",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron ",ebony spleenwort
"GAMA2",,"Galactia marginalis Benth.",edible milkpea
"ASPL8",,"Astragalus pleianthus (Shinners) Isely",Edwards Plateau milkvetch
"CAED5",,"Carex edwardsiana Bridges & Orzell",Edwards Plateau sedge
"TRPE9",,"Tradescantia pedicellata Celarier",Edwards Plateau spiderwort
"ANED2",,"Anemone edwardsiana Tharp",Edwards Plateau thimbleweed
"POOV",,"Polygala ovatifolia A. Gray",eggleaf milkwort
"DIOV",,"Dichanthelium ovale (Elliott) Gould & C.A. Clark",eggleaf rosette grass
"DIOVO",,"Dichanthelium ovale (Elliott) Gould & C.A. Clark var. ovale ",eggleaf rosette grass
"GAOV",,"Garrya ovata Benth.",eggleaf silktassel
"DAAE",,"Dactyloctenium aegyptium (L.) Willd.",Egyptian grass
"PAGE2",,"Paspalidium geminatum (Forssk.) Stapf",Egyptian panicgrass
"PAGEG",,"Paspalidium geminatum (Forssk.) Stapf var. geminatum ",Egyptian panicgrass
"RHEL",,"Rhynchospora elliottii A. Dietr.",Elliott's beaksedge
"AGEL4",,"Agrostis elliottiana Schult.",Elliott's bentgrass
"VAEL",,"Vaccinium elliottii Chapm.",Elliott's blueberry
"ALEL",,"Allium elmendorfii M.E. Jones ex Ownbey",Elmendorf's onion
"SOUL2",,"Solidago ulmifolia Muhl. ex Willd.",elmleaf goldenrod
"SEEM3",,"Senegalia ×emoryana (Benth.) Britton & Rose berlandieri × greggii",Emory's acacia
"ASEM2",,"Astragalus emoryanus (Rydb.) Cory",Emory's milkvetch
"ASEME",,"Astragalus emoryanus (Rydb.) Cory var. emoryanus ",Emory's milkvetch
"ASEM",,"Asclepias emoryi (Greene) Vail",Emory's milkweed
"CAEM2",,"Carex emoryi Dewey",Emory's sedge
"LEEN",,"Lesquerella engelmannii (A. Gray) S. Watson",Engelmann's bladderpod
"ENPE4",,"Engelmannia peristenia (Raf.) Goodman & C.A. Lawson",Engelmann's daisy
"OEEN",,"Oenothera engelmannii (Small) Munz",Engelmann's evening primrose
"HEPAE",,"Hesperaloe parviflora (Torr.) J.M. Coult. var. engelmannii (Krauskopf) Trel.",Engelmann's false yucca
"SAEN2",,"Salvia engelmannii A. Gray",Engelmann's sage
"HAEN2",,"Halophila engelmannii Asch.",Engelmann's seagrass
"ELEN",,"Eleocharis engelmannii Steud.",Engelmann's spikerush
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"BREN",,"Brazoria enquistii M.W. Turner",Enquist's Brazos-mint
"CAIN13",,"Castilleja indivisa Engelm.",entireleaf Indian paintbrush
"ASIN9",,"Astranthium integrifolium (Michx.) Nutt.",entireleaf western daisy
"ASINC",,"Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong",entireleaf western daisy
"CEER2",,"Centella erecta (L. f.) Fernald",erect centella
"OPST2",,"Opuntia stricta (Haw.) Haw.",erect pricklypear
"BOER",,"Boerhavia erecta L.",erect spiderling
"CODR2",,"Cooperia drummondii Herb.",evening rainlily
"GESE",,"Gelsemium sempervirens (L.) W.T. Aiton",evening trumpetflower
"RHVI3",,"Rhus virens Lindh. ex A. Gray",evergreen sumac
"STAF4",,"Styphnolobium affine (Torr. & A. Gray) Walp.",Eve's necklacepod
"CHNU9",,"Chamaesyce nutans (Lag.) Small",eyebane
"RHPU3",,"Rhynchospora pusilla Chapm. ex M.A. Curtis",fairy beaksedge
"CHLI",,"Cheilanthes lindheimeri Hook.",fairyswords
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"DICO6",,"Digitaria cognata (Schult.) Pilg.",fall witchgrass
"RUAP",,"Rubus apogaeus L.H. Bailey",falling dewberry
"MAVI5",,"Manfreda virginica (L.) Salisb. ex Rose",false aloe
"BREU",,"Brickellia eupatorioides (L.) Shinners",false boneset
"BREUC",,"Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners",false boneset
"BREUT",,"Brickellia eupatorioides (L.) Shinners var. texana (Shinners) Shinners",false boneset
"BREUE",,"Brickellia eupatorioides (L.) Shinners var. eupatorioides ",false boneset
"HAGR4",,"Haploesthes greggii A. Gray",false broomweed
"MUSQ3",,"Munroa squarrosa (Nutt.) Torr.",false buffalograss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"DYTA2",,"Dysodiopsis tagetoides (Torr. & A. Gray) Rydb.",false dogfennel
"STLI2",,"Stenosiphon linifolius (Nutt. ex James) Heynh.",false gaura
"CABU4",,"Carex bulbostylis Mack.",false hair sedge
"CALU3",,"Carex lupuliformis Sartwell ex Dewey",false hop sedge
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"TRCR9",,"Trichloris crinita (Lag.) Parodi",false Rhodes grass
"HYPS",,"Hypericum pseudomaculatum Bush",false spotted St. Johnswort
"SOTE4",,"Solanum tenuipes Bartlett",fancy nightshade
"SOTET",,"Solanum tenuipes Bartlett var. tenuipes ",fancy nightshade
"VEPL",,"Verbena plicata Greene",fanleaf vervain
"VAAR",,"Vaccinium arboreum Marshall",farkleberry
"RHFA",,"Rhynchospora fascicularis (Michx.) Vahl",fascicled beaksedge
"RHFAF",,"Rhynchospora fascicularis (Michx.) Vahl var. fascicularis ",fascicled beaksedge
"CHVI4",,"Chloris virgata Sw.",feather fingergrass
"RHOL",,"Rhynchospora oligantha A. Gray",featherbristle beaksedge
"ACRU3",,"Acourtia runcinata (Lag. ex D. Don) B.L. Turner",featherleaf desertpeony
"DAFO",,"Dalea formosa Torr.",featherplume
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"LEFE",,"Lesquerella fendleri (A. Gray) S. Watson",Fendler's bladderpod
"CEFE",,"Ceanothus fendleri A. Gray",Fendler's ceanothus
"PEFE",,"Penstemon fendleri Torr. & A. Gray",Fendler's penstemon
"CHFE3",,"Chamaesyce fendleri (Torr. & A. Gray) Small",Fendler's sandmat
"CARI2",,"Catapodium rigidum (L.) C.E. Hubbard ex Dony",ferngrass
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"PAFO2",,"Passiflora foetida L.",fetid passionflower
"RHRA2",,"Rhynchospora rariflora (Michx.) Elliott",fewflower beaksedge
"SCPA5",,"Scleria pauciflora Muhl. ex Willd.",fewflower nutrush
"HYPA2",,"Hypericum pauciflorum Kunth",fewflower St. Johnswort
"HEOC2",,"Helianthus occidentalis Riddell",fewleaf sunflower
"HEOCP",,"Helianthus occidentalis Riddell ssp. plantagineus (Torr. & A. Gray) Shinners",fewleaf sunflower
"RUPU3",,"Rumex pulcher L.",fiddle dock
"NIRE",,"Nicotiana repanda Willd. ex Lehm.",fiddleleaf tobacco
"ANPE4",,"Anoda pentaschista A. Gray",field anoda
"COAR4",,"Convolvulus arvensis L.",field bindweed
"BRAR5",,"Bromus arvensis L.",field brome
"SOSE2",,"Soliva sessilis Ruiz & Pav.",field burrweed
"TRCA5",,"Trifolium campestre Schreb.",field clover
"PHMO9",,"Physalis mollis Nutt.",field groundcherry
"PHMOM2",,"Physalis mollis Nutt. var. mollis ",field groundcherry
"PHMOV",,"Physalis mollis Nutt. var. variovestita (Waterf.) J.R. Sullivan",field groundcherry
"EREL",,"Eragrostis elliottii S. Watson",field lovegrass
"VIBI",,"Viola bicolor Pursh",field pansy
"PALA10",,"Paspalum laeve Michx.",field paspalum
"THAR5",,"Thlaspi arvense L.",field pennycress
"CUPE",,"Cucurbita pepo L.",field pumpkin
"CIDI",,"Cirsium discolor (Muhl. ex Willd.) Spreng.",field thistle
"FILI3",,"Fimbristylis littoralis Gaudich.",fimbry
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"CYDI2",,"Cynosciadium digitatum DC.",finger dogshade
"PHDI7",,"Physostegia digitalis Small",finger false dragonhead
"CYDI5",,"Cyperus digitatus Roxb.",finger flatsedge
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"ECREF2",,"Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. fitchii (Britton & Rose) N.P. Taylor",Fitch's hedgehog cactus
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"TACH2",,"Tamarix chinensis Lour.",five-stamen tamarisk
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"CYPS3",,"Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones",flatsedge
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"ERCO7",,"Eriocaulon compressum Lam.",flattened pipewort
"EUGR5",,"Euthamia graminifolia (L.) Nutt.",flat-top goldentop
"EUGRG",,"Euthamia graminifolia (L.) Nutt. var. graminifolia ",flat-top goldentop
"IOLI2",,"Ionactis linariifolius (L.) Greene",flaxleaf whitetop aster
"HYRA",,"Hydrocotyle ranunculoides L. f.",floating marshpennywort
"LUPE5",,"Ludwigia peploides (Kunth) P.H. Raven",floating primrose-willow
"GAST2",,"Galactia striata (Jacq.) Urb.",Florida hammock milkpea
"MICO9",,"Mikania cordifolia (L. f.) Willd.",Florida Keys hempvine
"MAPH",,"Maytenus phyllanthoides Benth.",Florida mayten
"WOGL2",,"Wolffiella gladiata (Hegelm.) Hegelm.",Florida mudmidget
"PAFL4",,"Paspalum floridanum Michx.",Florida paspalum
"COFL2",,"Cornus florida L.",flowering dogwood
"LIGR4",,"Linum grandiflorum Desf.",flowering flax
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"LOFL2",,"Lobelia flaccidifolia Small",foldear lobelia
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"PALI5",,"Paronychia lindheimeri Engelm. ex A. Gray",forked nailwort
"JUDI",,"Juncus dichotomus Elliott",forked rush
"CRAN10",,"Crataegus anamesa Sarg.",Fort Bend hawthorn
"POTE",,"Polycarpon tetraphyllum (L.) L.",fourleaf manyseed
"POTET2",,"Polycarpon tetraphyllum (L.) L. ssp. tetraphyllum ",fourleaf manyseed
"OERH",,"Oenothera rhombipetala Nutt. ex Torr. & A. Gray",fourpoint evening primrose
"HEPR3",,"Heliotropium procumbens Mill.",fourspike heliotrope
"HEPRP2",,"Heliotropium procumbens Mill. var. procumbens ",fourspike heliotrope
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"CAVU2",,"Carex vulpinoidea Michx.",fox sedge
"CAVUV",,"Carex vulpinoidea Michx. var. vulpinoidea ",fox sedge
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"HOJU",,"Hordeum jubatum L.",foxtail barley
"HOJUJ",,"Hordeum jubatum L. ssp. jubatum ",foxtail barley
"LYAL5",,"Lycopodiella alopecuroides (L.) Cranfill",foxtail clubmoss
"SEIT",,"Setaria italica (L.) P. Beauv.",foxtail millet
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"KYOD",,"Kyllinga odorata Vahl",fragrant spikesedge
"RHAR4",,"Rhus aromatica Aiton",fragrant sumac
"RHARA2",,"Rhus aromatica Aiton var. aromatica ",fragrant sumac
"RHARS",,"Rhus aromatica Aiton var. serotina (Greene) Rehder",fragrant sumac
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"TAGA",,"Tamarix gallica L.",French tamarisk
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"RHPE",,"Rhexia petiolata Walter",fringed meadowbeauty
"SCCI",,"Scleria ciliata Michx.",fringed nutrush
"CACR6",,"Carex crinita Lam.",fringed sedge
"CACRB",,"Carex crinita Lam. var. brevicrinis Fernald",fringed sedge
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"HEDR2",,"Helenium drummondii H. Rock",fringed sneezeweed
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"FUCYC",,"Funastrum cynanchoides (Decne.) Schltr. ssp. cynanchoides ",fringed twinevine
"CHCI",,"Chloris ciliata Sw.",fringed windmill grass
"XYFI",,"Xyris fimbriata Elliott",fringed yelloweyed grass
"RUHU",,"Ruellia humilis Nutt.",fringeleaf wild petunia
"VIVU",,"Vitis vulpina L.",frost grape
"CYPI",,"Cyperus pilosus Vahl",fuzzy flatsedge
"ADTR",,"Adiantum tricholepis Fée",fuzzy maidenhair
"PHHI",,"Phacelia hirsuta Nutt.",fuzzy phacelia
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"ASOF",,"Asparagus officinalis L.",garden asparagus
"CECY2",,"Centaurea cyanus L.",garden cornflower
"RUAB",,"Rubus aboriginum Rydb.",garden dewberry
"VISA",,"Vicia sativa L.",garden vetch
"LERE4",,"Lesquerella recurvata (Engelm. ex A. Gray) S. Watson",gaslight bladderpod
"ERGE",,"Erigeron geiseri Shinners",Geiser's fleabane
"HEGE",,"Helianthemum georgianum Chapm.",Georgia frostweed
"ILLO",,"Ilex longipes Chapm. ex Trel.",Georgia holly
"IRGE",,"Iris germanica L.",German iris
"CHGE2",,"Chamaesyce geyeri (Engelm. & A. Gray) Small",Geyer's sandmat
"CHGEG",,"Chamaesyce geyeri (Engelm. & A. Gray) Small var. geyeri ",Geyer's sandmat
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ZIMI",,"Zizaniopsis miliacea (Michx.) Döll & Asch.",giant cutgrass
"SPGI",,"Sporobolus giganteus Nash",giant dropseed
"MIGI",,"Mirabilis gigantea (Standl.) Shinners",giant four o'clock
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"VEGI",,"Vernonia gigantea (Walter) Trel.",giant ironweed
"VEGIG",,"Vernonia gigantea (Walter) Trel. ssp. gigantea ",giant ironweed
"ARDO4",,"Arundo donax L.",giant reed
"CAGI3",,"Calamovilfa gigantea (Nutt.) Scribn. & Merr.",giant sandreed
"CAGI4",,"Carex gigantea Rudge",giant sedge
"TRGI",,"Tradescantia gigantea Rose",giant spiderwort
"SPLO2",,"Spiranthes longilabris Lindl.",giantspiral lady's tresses
"PEAM",,"Penstemon ambiguus Torr.",gilia beardtongue
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"LIGL5",,"Liatris glandulosa G.L. Nesom & R. O'Kennon",glandular blazing star
"RHGL2",,"Rhynchospora globularis (Chapm.) Small",globe beaksedge
"CYEC2",,"Cyperus echinatus (L.) Alph. Wood",globe flatsedge
"CAER3",,"Castela erecta Turp.",goatbush
"PHAU8",,"Phyllostachys aurea Carrière ex A. Rivière & C. Rivière",golden bamboo
"ALAU",,"Aletris aurea Walter",golden colicroot
"VEEN",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray",golden crownbeard
"RIAU",,"Ribes aureum Pursh",golden currant
"RIAUV",,"Ribes aureum Pursh var. villosum DC.",golden currant
"RUMA4",,"Rumex maritimus L.",golden dock
"LEAU",,"Leavenworthia aurea Torr.",golden gladecress
"LEAUT",,"Leavenworthia aurea Torr. var. texana (Mahler) Rollins",golden gladecress
"DAAU",,"Dalea aurea Nutt. ex Pursh",golden prairie clover
"ARAE",,"Argemone aenea G.B. Ownbey",golden pricklypoppy
"COTI3",,"Coreopsis tinctoria Nutt.",golden tickseed
"COTIS",,"Coreopsis tinctoria Nutt. var. similis (Boynt.) H.M. Parker",golden tickseed
"PHRO3",,"Phlox roemeriana Scheele",goldeneye phlox
"COBA2",,"Coreopsis basalis (A. Dietr.) S.F. Blake",goldenmane tickseed
"KOPA",,"Koelreuteria paniculata Laxm.",goldenrain tree
"COIN2",,"Coreopsis intermedia Sherff",goldenwave tickseed
"LEGO",,"Lesquerella gordonii (A. Gray) S. Watson",Gordon's bladderpod
"LEGOG",,"Lesquerella gordonii (A. Gray) S. Watson var. gordonii ",Gordon's bladderpod
"CHHY2",,"Chamaesyce hypericifolia (L.) Millsp.",graceful sandmat
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"MEST3",,"Mentzelia strictissima (Wooton & Standl.) J. Darl.",grassland blazingstar
"CRDI6",,"Croton dioicus Cav.",grassland croton
"MAGR6",,"Marshallia graminifolia (Walter) Small",grassleaf Barbara's buttons
"MAGRC2",,"Marshallia graminifolia (Walter) Small var. cynanthera (Elliott) Beadle & F.E. Boynt.",grassleaf Barbara's buttons
"HEDU2",,"Heteranthera dubia (Jacq.) MacMill.",grassleaf mudplantain
"JUMA4",,"Juncus marginatus Rostk.",grassleaf rush
"SAGR",,"Sagittaria graminea Michx.",grassy arrowhead
"SAGRG",,"Sagittaria graminea Michx. var. graminea ",grassy arrowhead
"BRCY",,"Brickellia cylindracea A. Gray & Engelm.",gravelbar brickellbush
"VEHE",,"Verbesina helianthoides Michx.",gravelweed
"CEBR2",,"Cerastium brachypetalum Pers.",gray chickweed
"CORA6",,"Cornus racemosa Lam.",gray dogwood
"GACO11",,"Gamochaeta coarctata (Willd.) Kerguélen",gray everlasting
"VEPO",,"Veronica polita Fr.",gray field speedwell
"CHCO",,"Chamaesaracha coniodes (Moric. ex Dunal) Britton",gray five eyes
"SONE",,"Solidago nemoralis Aiton",gray goldenrod
"VECA5",,"Verbena canescens Kunth",gray vervain
"VICI2",,"Vitis cinerea (Engelm.) Engelm. ex Millard",graybark grape
"VICIC2",,"Vitis cinerea (Engelm.) Engelm. ex Millard var. cinerea ",graybark grape
"RHGR2",,"Rhynchospora grayi Kunth",Gray's beaksedge
"PACO11",,"Parthenium confertum A. Gray",Gray's feverfew
"GAHE",,"Galactia heterophylla A. Gray",Gray's milkpea
"STLA17",,"Stemodia lanata Sessé & Moc. ex Benth.",gray-woolly twintip
"RUMA3",,"Rudbeckia maxima Nutt.",great coneflower
"LEPU3",,"Leucaena pulverulenta (Schltdl.) Benth.",great leadtree
"SPMA5",,"Spiranthes magnicamporum Sheviak",Great Plains lady's tresses
"PATA5",,"Packera tampicana (DC.) C. Jeffrey",Great Plains ragwort
"AMTR",,"Ambrosia trifida L.",great ragweed
"CAIN12",,"Carex intumescens Rudge",greater bladder sedge
"TRWA",,"Triadenum walteri (J.G. Gmel.) Gleason",greater marsh St. Johnswort
"MAUN",,"Malaxis unifolia Michx.",green adder's-mouth orchid
"ASVI2",,"Asclepias viridis Walter",green antelopehorn
"PEVI",,"Peltandra virginica (L.) Schott",green arrow arum
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"MOVE",,"Mollugo verticillata L.",green carpetweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"CYVI2",,"Cyperus virens Michx.",green flatsedge
"CRVI2",,"Crataegus viridis L.",green hawthorn
"CRVIV2",,"Crataegus viridis L. var. viridis ",green hawthorn
"RATA",,"Ratibida tagetes (James) Barnhart",green prairie coneflower
"COVI8",,"Condalia viridis I.M. Johnst.",green snakewood
"LEDU",,"Leptochloa dubia (Kunth) Nees",green sprangletop
"CHCO2",,"Chamaesaracha coronopus (Dunal) A. Gray",greenleaf five eyes
"HOPA3",,"Houstonia parviflora Holz. ex Greenm.",Greenman's bluet
"SPPR2",,"Spiranthes praecox (Walter) S. Watson",greenvein lady's tresses
"CAAL5",,"Carex albolutescens Schwein.",greenwhite sedge
"AMGR2",,"Amaranthus greggii S. Watson",Gregg's amaranth
"SYGR",,"Synthlipsis greggii A. Gray",Gregg's keelpod
"JUPI5",,"Justicia pilosella (Nees) Hilsenb.",Gregg's tube tongue
"LISUS",,"Linum sulcatum Riddell var. sulcatum ",grooved flax
"LISU4",,"Linum sulcatum Riddell",grooved flax
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"APAM",,"Apios americana Medik.",groundnut
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRB",,"Astragalus crassicarpus Nutt. var. berlandieri Barneby",groundplum milkvetch
"ASCRC3",,"Astragalus crassicarpus Nutt. var. crassicarpus ",groundplum milkvetch
"PEGU",,"Penstemon guadalupensis A. Heller",Guadalupe beardtongue
"MEPE3",,"Melothria pendula L.",Guadeloupe cucumber
"MEPEP",,"Melothria pendula L. var. pendula ",Guadeloupe cucumber
"SEBE2",,"Senegalia berlandieri Britton & Rose",guajillo
"LITE",,"Liatris tenuis Shinners",Gulf blazing star
"ISMO2",,"Isolepis molesta (M.C. Johnst.) S.G. Sm.",Gulf Coast bulrush
"ELCE",,"Eleocharis cellulosa Torr.",Gulf Coast spikerush
"CYAN5",,"Cynanchum angustifolium Pers.",gulf coast swallow-wort
"YULO",,"Yucca louisianensis Trel.",Gulf Coast yucca
"ECCR2",,"Echinochloa crus-pavonis (Kunth) Schult.",gulf cockspur grass
"ECCRM",,"Echinochloa crus-pavonis (Kunth) Schult. var. macera (Wiegand) Gould",gulf cockspur grass
"SPSP",,"Spartina spartinae (Trin.) Merr. ex Hitchc.",gulf cordgrass
"CRPU6",,"Croton punctatus Jacq.",gulf croton
"PERH2",,"Pediomelum rhombifolium (Torr. & A. Gray) Rydb.",Gulf Indian breadroot
"CAGE4",,"Cakile geniculata (B.L. Rob.) Millsp.",gulf searocket
"DIFR6",,"Ditrysinia fruticosa (W. Bartram) Govaerts & Frodin",Gulf Sebastian-bush
"SCCA4",,"Scutellaria cardiophylla Engelm. & A. Gray",gulf skullcap
"HYLA",,"Hygrophila lacustris (Schltdl. & Cham.) Nees",gulf swampweed
"VEXU",,"Verbena xutha Lehm.",Gulf vervain
"PAMO4",,"Paspalum monostachyum Vasey",gulfdune paspalum
