Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"ELEN",,"Eleocharis engelmannii Steud.",Engelmann's spikerush
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"HEHE",,"Hedera helix L.",English ivy
"CAIN13",,"Castilleja indivisa Engelm.",entireleaf Indian paintbrush
"ASIN9",,"Astranthium integrifolium (Michx.) Nutt.",entireleaf western daisy
"ASINC",,"Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong",entireleaf western daisy
"CYLA5",,"Cyperus lanceolatus Poir.",epiphytic flatsedge
"CEER2",,"Centella erecta (L. f.) Fernald",erect centella
"GAER",,"Galactia erecta (Walter) Vail",erect milkpea
"BOER",,"Boerhavia erecta L.",erect spiderling
"CODR2",,"Cooperia drummondii Herb.",evening rainlily
"GESE",,"Gelsemium sempervirens (L.) W.T. Aiton",evening trumpetflower
"RHVI3",,"Rhus virens Lindh. ex A. Gray",evergreen sumac
"RHVIV",,"Rhus virens Lindh. ex A. Gray var. virens ",evergreen sumac
"STAF4",,"Styphnolobium affine (Torr. & A. Gray) Walp.",Eve's necklacepod
"CHNU9",,"Chamaesyce nutans (Lag.) Small",eyebane
"RHPU3",,"Rhynchospora pusilla Chapm. ex M.A. Curtis",fairy beaksedge
"CHLI",,"Cheilanthes lindheimeri Hook.",fairyswords
"MARA5",,"Matelea radiata Correll",falfurrias milkvine
"PADI",,"Panicum dichotomiflorum Michx.",fall panicgrass
"PADID",,"Panicum dichotomiflorum Michx. var. dichotomiflorum ",fall panicgrass
"DICO6",,"Digitaria cognata (Schult.) Pilg.",fall witchgrass
"MAVI5",,"Manfreda virginica (L.) Salisb. ex Rose",false aloe
"BREU",,"Brickellia eupatorioides (L.) Shinners",false boneset
"BREUC",,"Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners",false boneset
"BREUC2",,"Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner",false boneset
"BREUG",,"Brickellia eupatorioides (L.) Shinners var. gracillima (A. Gray) B.L. Turner",false boneset
"BREUT",,"Brickellia eupatorioides (L.) Shinners var. texana (Shinners) Shinners",false boneset
"BREUE",,"Brickellia eupatorioides (L.) Shinners var. eupatorioides ",false boneset
"HAGR4",,"Haploesthes greggii A. Gray",false broomweed
"MUSQ3",,"Munroa squarrosa (Nutt.) Torr.",false buffalograss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"DYTA2",,"Dysodiopsis tagetoides (Torr. & A. Gray) Rydb.",false dogfennel
"STLI2",,"Stenosiphon linifolius (Nutt. ex James) Heynh.",false gaura
"CABU4",,"Carex bulbostylis Mack.",false hair sedge
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"TRCR9",,"Trichloris crinita (Lag.) Parodi",false Rhodes grass
"SOTE4",,"Solanum tenuipes Bartlett",fancy nightshade
"SOTET",,"Solanum tenuipes Bartlett var. tenuipes ",fancy nightshade
"VEPL",,"Verbena plicata Greene",fanleaf vervain
"VAAR",,"Vaccinium arboreum Marshall",farkleberry
"RHFA",,"Rhynchospora fascicularis (Michx.) Vahl",fascicled beaksedge
"RHFAF",,"Rhynchospora fascicularis (Michx.) Vahl var. fascicularis ",fascicled beaksedge
"CHVI4",,"Chloris virgata Sw.",feather fingergrass
"RHOL",,"Rhynchospora oligantha A. Gray",featherbristle beaksedge
"ACRU3",,"Acourtia runcinata (Lag. ex D. Don) B.L. Turner",featherleaf desertpeony
"DAFO",,"Dalea formosa Torr.",featherplume
"LYPR3",,"Lycopodiella prostrata (Harper) Cranfill",featherstem clubmoss
"PEVI2",,"Pennisetum villosum R. Br. ex Fresen.",feathertop
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"LEFE",,"Lesquerella fendleri (A. Gray) S. Watson",Fendler's bladderpod
"PEFE",,"Penstemon fendleri Torr. & A. Gray",Fendler's penstemon
"CHFE3",,"Chamaesyce fendleri (Torr. & A. Gray) Small",Fendler's sandmat
"ARPUF",,"Aristida purpurea Nutt. var. fendleriana (Steud.) Vasey",Fendler's threeawn
"CARI2",,"Catapodium rigidum (L.) C.E. Hubbard ex Dony",ferngrass
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"PAFO2",,"Passiflora foetida L.",fetid passionflower
"RHRA2",,"Rhynchospora rariflora (Michx.) Elliott",fewflower beaksedge
"SCPA5",,"Scleria pauciflora Muhl. ex Willd.",fewflower nutrush
"HYPA2",,"Hypericum pauciflorum Kunth",fewflower St. Johnswort
"DEPA7",,"Desmodium pauciflorum (Nutt.) DC.",fewflower ticktrefoil
"HEOC2",,"Helianthus occidentalis Riddell",fewleaf sunflower
"HEOCP",,"Helianthus occidentalis Riddell ssp. plantagineus (Torr. & A. Gray) Shinners",fewleaf sunflower
"RUPU3",,"Rumex pulcher L.",fiddle dock
"NIRE",,"Nicotiana repanda Willd. ex Lehm.",fiddleleaf tobacco
"ANPE4",,"Anoda pentaschista A. Gray",field anoda
"COAR4",,"Convolvulus arvensis L.",field bindweed
"BRAR5",,"Bromus arvensis L.",field brome
"SOSE2",,"Soliva sessilis Ruiz & Pav.",field burrweed
"TRCA5",,"Trifolium campestre Schreb.",field clover
"PHMO9",,"Physalis mollis Nutt.",field groundcherry
"PHMOM2",,"Physalis mollis Nutt. var. mollis ",field groundcherry
"EREL",,"Eragrostis elliottii S. Watson",field lovegrass
"BRRAR",,"Brassica rapa L. var. rapa ",field mustard
"BRRA",,"Brassica rapa L.",field mustard
"VIBI",,"Viola bicolor Pursh",field pansy
"PALA10",,"Paspalum laeve Michx.",field paspalum
"THAR5",,"Thlaspi arvense L.",field pennycress
"CUPE",,"Cucurbita pepo L.",field pumpkin
"ARCAC",,"Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.",field sagewort
"ARCA12",,"Artemisia campestris L.",field sagewort
"RAFI",,"Ranunculus ficaria L.",fig buttercup
"FILI3",,"Fimbristylis littoralis Gaudich.",fimbry
"TELI3",,"Tetraneuris linearifolia (Hook.) Greene",fineleaf fournerved daisy
"HYFI",,"Hymenopappus filifolius Hook.",fineleaf hymenopappus
"HYFIC",,"Hymenopappus filifolius Hook. var. cinereus (Rydb.) I.M. Johnst.",fineleaf hymenopappus
"TRLE9",,"Tragia leptophylla (Torr.) I.M. Johnst.",fineleaf noseburn
"CYDI2",,"Cynosciadium digitatum DC.",finger dogshade
"CYDI5",,"Cyperus digitatus Roxb.",finger flatsedge
"EUCY",,"Euphorbia cyathophora Murray",fire on the mountain
"ECREF2",,"Echinocereus reichenbachii (Terscheck ex Walp.) hort ex Haage ssp. fitchii (Britton & Rose) N.P. Taylor",Fitch's hedgehog cactus
"CUPE3",,"Cuscuta pentagona Engelm.",fiveangled dodder
"HYLO2",,"Hypericum lobocarpum Gattinger ex J.M. Coult.",fivelobe St. Johnswort
"THPE4",,"Thymophylla pentachaeta (DC.) Small",fiveneedle pricklyleaf
"THPEP",,"Thymophylla pentachaeta (DC.) Small var. pentachaeta ",fiveneedle pricklyleaf
"BOIN",,"Boerhavia intermedia M.E. Jones",fivewing spiderling
"CUUM",,"Cuscuta umbellata Kunth",flatglobe dodder
"CYPS3",,"Cyperus pseudothyrsiflorus (Kük.) R. Carter & S.D. Jones",flatsedge
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"LAOC3",,"Lappula occidentalis (S. Watson) Greene",flatspine stickseed
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"ERCO7",,"Eriocaulon compressum Lam.",flattened pipewort
"IPLO2",,"Ipomopsis longiflora (Torr.) V.E. Grant",flaxflowered ipomopsis
"IPLOL",,"Ipomopsis longiflora (Torr.) V.E. Grant ssp. longiflora ",flaxflowered ipomopsis
"GLSE3",,"Glyceria septentrionalis Hitchc.",floating mannagrass
"HYRA",,"Hydrocotyle ranunculoides L. f.",floating marshpennywort
"LUPE5",,"Ludwigia peploides (Kunth) P.H. Raven",floating primrose-willow
"ECPA5",,"Echinochloa paludigena Wiegand",Florida cockspur grass
"GAST2",,"Galactia striata (Jacq.) Urb.",Florida hammock milkpea
"STFL4",,"Stachys floridana Shuttlw. ex Benth.",Florida hedgenettle
"MICO9",,"Mikania cordifolia (L. f.) Willd.",Florida Keys hempvine
"PAFL4",,"Paspalum floridanum Michx.",Florida paspalum
"EMFO",,"Emilia fosbergii Nicolson",Florida tasselflower
"HITR",,"Hibiscus trionum L.",flower of an hour
"SELE2",,"Selaginella lepidophylla (Hook. & Grev.) Spring",flower of stone
"COFL2",,"Cornus florida L.",flowering dogwood
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"TRBR5",,"Trichostema brachiatum L.",fluxweed
"LOFL2",,"Lobelia flaccidifolia Small",foldear lobelia
"NOER",,"Nolina erumpens (Torr.) S. Watson",foothill beargrass
"TRDI2",,"Trichostema dichotomum L.",forked bluecurls
"FIDI",,"Fimbristylis dichotoma (L.) Vahl",forked fimbry
"PALI5",,"Paronychia lindheimeri Engelm. ex A. Gray",forked nailwort
"JUDI",,"Juncus dichotomus Elliott",forked rush
"PYKO",,"Pyracantha koidzumii (Hayata) Rehder",Formosa firethorn
"POTE",,"Polycarpon tetraphyllum (L.) L.",fourleaf manyseed
"POTET2",,"Polycarpon tetraphyllum (L.) L. ssp. tetraphyllum ",fourleaf manyseed
"OERH",,"Oenothera rhombipetala Nutt. ex Torr. & A. Gray",fourpoint evening primrose
"HEPR3",,"Heliotropium procumbens Mill.",fourspike heliotrope
"HEPRP2",,"Heliotropium procumbens Mill. var. procumbens ",fourspike heliotrope
"OETE2",,"Oenothera tetraptera Cav.",fourwing evening primrose
"ATCA2",,"Atriplex canescens (Pursh) Nutt.",fourwing saltbush
"ATCAC",,"Atriplex canescens (Pursh) Nutt. var. canescens ",fourwing saltbush
"GLST",,"Glyceria striata (Lam.) Hitchc.",fowl mannagrass
"CAVU2",,"Carex vulpinoidea Michx.",fox sedge
"CAVUV",,"Carex vulpinoidea Michx. var. vulpinoidea ",fox sedge
"PEDI",,"Penstemon digitalis Nutt. ex Sims",foxglove beardtongue
"HOJUJ",,"Hordeum jubatum L. ssp. jubatum ",foxtail barley
"HOJU",,"Hordeum jubatum L.",foxtail barley
"SEIT",,"Setaria italica (L.) P. Beauv.",foxtail millet
"CYOD",,"Cyperus odoratus L.",fragrant flatsedge
"HEGR6",,"Heliotropium greggii Torr.",fragrant heliotrope
"MIBO2",,"Mimosa borealis A. Gray",fragrant mimosa
"KYOD",,"Kyllinga odorata Vahl",fragrant spikesedge
"RHAR4",,"Rhus aromatica Aiton",fragrant sumac
"RHARA2",,"Rhus aromatica Aiton var. aromatica ",fragrant sumac
"RHARS",,"Rhus aromatica Aiton var. serotina (Greene) Rehder",fragrant sumac
"CAFR3",,"Carex frankii Kunth",Frank's sedge
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"CUSU",,"Cuscuta suaveolens Ser.",fringed dodder
"RHPE",,"Rhexia petiolata Walter",fringed meadowbeauty
"SCCI",,"Scleria ciliata Michx.",fringed nutrush
"CACR6",,"Carex crinita Lam.",fringed sedge
"CACRB",,"Carex crinita Lam. var. brevicrinis Fernald",fringed sedge
"URCI",,"Urochloa ciliatissima (Buckley) R. Webster",fringed signalgrass
"HEDR2",,"Helenium drummondii H. Rock",fringed sneezeweed
"FUCY",,"Funastrum cynanchoides (Decne.) Schltr.",fringed twinevine
"FUCYC",,"Funastrum cynanchoides (Decne.) Schltr. ssp. cynanchoides ",fringed twinevine
"CHCI",,"Chloris ciliata Sw.",fringed windmill grass
"XYFI",,"Xyris fimbriata Elliott",fringed yelloweyed grass
"RUHU",,"Ruellia humilis Nutt.",fringeleaf wild petunia
"VIVU",,"Vitis vulpina L.",frost grape
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"PEME",,"Peganum mexicanum A. Gray",garbancillo
"ASOF",,"Asparagus officinalis L.",garden asparagus
"CECY2",,"Centaurea cyanus L.",garden cornflower
"RUAB",,"Rubus aboriginum Rydb.",garden dewberry
"VISA",,"Vicia sativa L.",garden vetch
"VISAN2",,"Vicia sativa L. ssp. nigra (L.) Ehrh.",garden vetch
"LERE4",,"Lesquerella recurvata (Engelm. ex A. Gray) S. Watson",gaslight bladderpod
"ERGE",,"Erigeron geiseri Shinners",Geiser's fleabane
"SCGE2",,"Scirpus georgianus Harper",Georgia bulrush
"HEGE",,"Helianthemum georgianum Chapm.",Georgia frostweed
"ILLO",,"Ilex longipes Chapm. ex Trel.",Georgia holly
"MARE6",,"Matricaria recutita L.",German chamomile
"CHGE2",,"Chamaesyce geyeri (Engelm. & A. Gray) Small",Geyer's sandmat
"SAMO",,"Sagittaria montevidensis Cham. & Schltdl.",giant arrowhead
"SEMA6",,"Setaria magna Griseb.",giant bristlegrass
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ZIMI",,"Zizaniopsis miliacea (Michx.) Döll & Asch.",giant cutgrass
"SPGI",,"Sporobolus giganteus Nash",giant dropseed
"MIGI",,"Mirabilis gigantea (Standl.) Shinners",giant four o'clock
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"ARDO4",,"Arundo donax L.",giant reed
"CAGI4",,"Carex gigantea Rudge",giant sedge
"TRGI",,"Tradescantia gigantea Rose",giant spiderwort
"POMA7",,"Polygala macradenia A. Gray",glandleaf milkwort
"LIGL5",,"Liatris glandulosa G.L. Nesom & R. O'Kennon",glandular blazing star
"DEGL8",,"Desmanthus glandulosus (B.L. Turner) Luckow",glandular bundleflower
"POGL5",,"Polygala glandulosa Kunth",glandular milkwort
"HENI2",,"Hexalectris nitida L.O. Williams",Glass Mountain crested coralroot
"SAIN",,"Sacciolepis indica (L.) Chase",glenwoodgrass
"RHGL2",,"Rhynchospora globularis (Chapm.) Small",globe beaksedge
"CYEC2",,"Cyperus echinatus (L.) Alph. Wood",globe flatsedge
"CAAG2",,"Carex aggregata Mack.",glomerate sedge
"IPCA5",,"Ipomoea carnea Jacq.",gloria de la manana
"THBI",,"Thelocactus bicolor (Galeotti ex N.E. Pfeiffer) Britton & Rose",glory of Texas
"THBIB",,"Thelocactus bicolor (Galeotti ex N.E. Pfeiffer) Britton & Rose var. bicolor ",glory of Texas
"LILU2",,"Ligustrum lucidum W.T. Aiton",glossy privet
"HYSE2",,"Hypoxis sessilis L.",glossyseed yellow star-grass
"CAER3",,"Castela erecta Turp.",goatbush
"PHAU8",,"Phyllostachys aurea Carrière ex A. Rivière & C. Rivière",golden bamboo
"ALAU",,"Aletris aurea Walter",golden colicroot
"AQCH",,"Aquilegia chrysantha A. Gray",golden columbine
"VEEN",,"Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray",golden crownbeard
"RIAU",,"Ribes aureum Pursh",golden currant
"RIAUV",,"Ribes aureum Pursh var. villosum DC.",golden currant
"RUMA4",,"Rumex maritimus L.",golden dock
"LEAU",,"Leavenworthia aurea Torr.",golden gladecress
"LEAUT",,"Leavenworthia aurea Torr. var. texana (Mahler) Rollins",golden gladecress
"DAAU",,"Dalea aurea Nutt. ex Pursh",golden prairie clover
"SEAU",,"Selenia aurea Nutt.",golden selenia
"COTI3",,"Coreopsis tinctoria Nutt.",golden tickseed
"ZIAU",,"Zizia aurea (L.) W.D.J. Koch",golden zizia
"PHRO3",,"Phlox roemeriana Scheele",goldeneye phlox
"COBA2",,"Coreopsis basalis (A. Dietr.) S.F. Blake",goldenmane tickseed
"COIN2",,"Coreopsis intermedia Sherff",goldenwave tickseed
"SAGO",,"Salix gooddingii C.R. Ball",Goodding's willow
"LEGO",,"Lesquerella gordonii (A. Gray) S. Watson",Gordon's bladderpod
"LEGOG",,"Lesquerella gordonii (A. Gray) S. Watson var. gordonii ",Gordon's bladderpod
"CHHY2",,"Chamaesyce hypericifolia (L.) Millsp.",graceful sandmat
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"AMRO3",,"Ammannia robusta Heer & Regel",grand redstem
"RICU",,"Ribes curvatum Small",granite gooseberry
"CRDI6",,"Croton dioicus Cav.",grassland croton
"MAGR6",,"Marshallia graminifolia (Walter) Small",grassleaf Barbara's buttons
"MAGRC2",,"Marshallia graminifolia (Walter) Small var. cynanthera (Elliott) Beadle & F.E. Boynt.",grassleaf Barbara's buttons
"HEDU2",,"Heteranthera dubia (Jacq.) MacMill.",grassleaf mudplantain
"JUMA4",,"Juncus marginatus Rostk.",grassleaf rush
"SAGR",,"Sagittaria graminea Michx.",grassy arrowhead
"SAGRG",,"Sagittaria graminea Michx. var. graminea ",grassy arrowhead
"BRCY",,"Brickellia cylindracea A. Gray & Engelm.",gravelbar brickellbush
"VEHE",,"Verbesina helianthoides Michx.",gravelweed
"GACO11",,"Gamochaeta coarctata (Willd.) Kerguélen",gray everlasting
"VEPO",,"Veronica polita Fr.",gray field speedwell
"CHCO",,"Chamaesaracha coniodes (Moric. ex Dunal) Britton",gray five eyes
"SONE",,"Solidago nemoralis Aiton",gray goldenrod
"VECA5",,"Verbena canescens Kunth",gray vervain
"VICI2",,"Vitis cinerea (Engelm.) Engelm. ex Millard",graybark grape
"VICIC2",,"Vitis cinerea (Engelm.) Engelm. ex Millard var. cinerea ",graybark grape
"RHGR2",,"Rhynchospora grayi Kunth",Gray's beaksedge
"PACO11",,"Parthenium confertum A. Gray",Gray's feverfew
"GAHE",,"Galactia heterophylla A. Gray",Gray's milkpea
"STLA17",,"Stemodia lanata Sessé & Moc. ex Benth.",gray-woolly twintip
"RUMA3",,"Rudbeckia maxima Nutt.",great coneflower
"CYLU2",,"Cyperus lupulinus (Spreng.) Marcks",Great Plains flatsedge
"CYLUL",,"Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus ",Great Plains flatsedge
"SPMA5",,"Spiranthes magnicamporum Sheviak",Great Plains lady's tresses
"PATA5",,"Packera tampicana (DC.) C. Jeffrey",Great Plains ragwort
"AMTR",,"Ambrosia trifida L.",great ragweed
"CAIN12",,"Carex intumescens Rudge",greater bladder sedge
"TRWA",,"Triadenum walteri (J.G. Gmel.) Gleason",greater marsh St. Johnswort
"MAUN",,"Malaxis unifolia Michx.",green adder's-mouth orchid
"ASVI2",,"Asclepias viridis Walter",green antelopehorn
"PEVI",,"Peltandra virginica (L.) Schott",green arrow arum
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"SCAT2",,"Scirpus atrovirens Willd.",green bulrush
"MOVE",,"Mollugo verticillata L.",green carpetweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"SCDR",,"Schoenocaulon drummondii A. Gray",green feathershank
"CYVI2",,"Cyperus virens Michx.",green flatsedge
"CRVI2",,"Crataegus viridis L.",green hawthorn
"CRVIV2",,"Crataegus viridis L. var. viridis ",green hawthorn
"RATA",,"Ratibida tagetes (James) Barnhart",green prairie coneflower
"ANVI4",,"Anthaenantia villosa (Michx.) P. Beauv.",green silkyscale
"COVI8",,"Condalia viridis I.M. Johnst.",green snakewood
"LEDU",,"Leptochloa dubia (Kunth) Nees",green sprangletop
"HEGL3",,"Heliotropium glabriusculum (Torr.) A. Gray",greeneye heliotrope
"CHCO2",,"Chamaesaracha coronopus (Dunal) A. Gray",greenleaf five eyes
"HOPA3",,"Houstonia parviflora Holz. ex Greenm.",Greenman's bluet
"SODO",,"Solanum douglasii Dunal",greenspot nightshade
"SPPR2",,"Spiranthes praecox (Walter) S. Watson",greenvein lady's tresses
"CAAL5",,"Carex albolutescens Schwein.",greenwhite sedge
"AMGR2",,"Amaranthus greggii S. Watson",Gregg's amaranth
"FRGR2",,"Fraxinus greggii A. Gray",Gregg's ash
"ERGR7",,"Eriogonum greggii Torr. & A. Gray",Gregg's buckwheat
"SYGR",,"Synthlipsis greggii A. Gray",Gregg's keelpod
"DAGR2",,"Dalea greggii A. Gray",Gregg's prairie clover
"MOGR2",,"Mortonia greggii A. Gray",Gregg's saddlebush
"JUPI5",,"Justicia pilosella (Nees) Hilsenb.",Gregg's tube tongue
"SEGR6",,"Setaria grisebachii Fourn.",Grisebach's bristlegrass
"LISU4",,"Linum sulcatum Riddell",grooved flax
"LISUS",,"Linum sulcatum Riddell var. sulcatum ",grooved flax
"BOLI3",,"Bouchea linifolia A. Gray",groovestem bouchea
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"APAM",,"Apios americana Medik.",groundnut
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRB",,"Astragalus crassicarpus Nutt. var. berlandieri Barneby",groundplum milkvetch
"ASCRC3",,"Astragalus crassicarpus Nutt. var. crassicarpus ",groundplum milkvetch
"PEGU",,"Penstemon guadalupensis A. Heller",Guadalupe beardtongue
"MEPE3",,"Melothria pendula L.",Guadeloupe cucumber
"MEPEP",,"Melothria pendula L. var. pendula ",Guadeloupe cucumber
"SEBE2",,"Senegalia berlandieri Britton & Rose",guajillo
"HEGL7",,"Hechtia glomerata Zucc.",guapilla
"PAAR5",,"Parthenium argentatum A. Gray",guayule
"URMA3",,"Urochloa maxima (Jacq.) R. Webster",guineagrass
"LITE",,"Liatris tenuis Shinners",Gulf blazing star
"ISMO2",,"Isolepis molesta (M.C. Johnst.) S.G. Sm.",Gulf Coast bulrush
"YULO",,"Yucca louisianensis Trel.",Gulf Coast yucca
"ECCR2",,"Echinochloa crus-pavonis (Kunth) Schult.",gulf cockspur grass
"SPSP",,"Spartina spartinae (Trin.) Merr. ex Hitchc.",gulf cordgrass
"PERH2",,"Pediomelum rhombifolium (Torr. & A. Gray) Rydb.",Gulf Indian breadroot
"DIFR6",,"Ditrysinia fruticosa (W. Bartram) Govaerts & Frodin",Gulf Sebastian-bush
"SCCA4",,"Scutellaria cardiophylla Engelm. & A. Gray",gulf skullcap
"VEXU",,"Verbena xutha Lehm.",Gulf vervain
"PAMO4",,"Paspalum monostachyum Vasey",gulfdune paspalum
"SILA20",,"Sideroxylon lanuginosum Michx.",gum bully
"SILAA4",,"Sideroxylon lanuginosum Michx. ssp. albicans (Sarg.) Kartesz & Gandhi",gum bully
"SILAR2",,"Sideroxylon lanuginosum Michx. ssp. rigidum (A. Gray) T.D. Penn.",gum bully
"GYGL",,"Gymnosperma glutinosum (Spreng.) Less.",gumhead
"ERCU",,"Eragrostis curtipedicellata Buckley",gummy lovegrass
"BOBR",,"Bouteloua breviseta Vasey",gypsum grama
"MUCA2",,"Muhlenbergia capillaris (Lam.) Trin.",hairawn muhly
"AYPI",,"Ayenia pilosa Cristobal",hairy ayenia
"GAPI2",,"Galium pilosum Aiton",hairy bedstraw
"CAHI3",,"Cardamine hirsuta L.",hairy bittercress
"RASA",,"Ranunculus sardous Crantz",hairy buttercup
"KAHI",,"Kallstroemia hirsutissima Vail ex Small",hairy caltrop
"JATA",,"Jacquemontia tamnifolia (L.) Griseb.",hairy clustervine
"VAAM2",,"Valerianella amarella (Lindh. ex Engelm.) Krok",hairy cornsalad
"DISA",,"Digitaria sanguinalis (L.) Scop.",hairy crabgrass
"FAVI",,"Fatoua villosa (Thunb.) Nakai",hairy crabweed
"TIHI",,"Tiquilia hispidissima (Torr. & A. Gray) A.T. Richardson",hairy crinklemat
"OEVIV",,"Oenothera villosa Thunb. ssp. villosa ",hairy evening primrose
"OEVI",,"Oenothera villosa Thunb.",hairy evening primrose
"HEVI4",,"Heterotheca villosa (Pursh) Shinners",hairy false goldenaster
"FIPU",,"Fimbristylis puberula (Michx.) Vahl",hairy fimbry
"FIPUI",,"Fimbristylis puberula (Michx.) Vahl var. interior (Britton) Kral",hairy fimbry
"FIPUP",,"Fimbristylis puberula (Michx.) Vahl var. puberula ",hairy fimbry
"CHSO",,"Chamaesaracha sordida (Dunal) A. Gray",hairy five eyes
"PAFA3",,"Paronychia fastigiata (Raf.) Fernald",hairy forked nailwort
"BOHI2",,"Bouteloua hirsuta Lag.",hairy grama
"BOHIH",,"Bouteloua hirsuta Lag. var. hirsuta ",hairy grama
"HILO2",,"Hieracium longipilum Torr.",hairy hawkweed
"SMUV",,"Smallanthus uvedalius (L.) Mack. ex Small",hairy leafcup
"LEHI2",,"Lespedeza hirta (L.) Hornem.",hairy lespedeza
"LEHIH2",,"Lespedeza hirta (L.) Hornem. ssp. hirta ",hairy lespedeza
"LAHI",,"Lactuca hirsuta Muhl. ex Nutt.",hairy lettuce
"LEMU3",,"Lechea mucronata Raf.",hairy pinweed
"LUPI",,"Ludwigia pilosa Walter",hairy primrose-willow
"CHVI17",,"Chamaesyce villifera (Scheele) Small",hairy sandmat
"SCEL",,"Scutellaria elliptica Muhl. ex Spreng.",hairy skullcap
"SCELE",,"Scutellaria elliptica Muhl. ex Spreng. var. elliptica ",hairy skullcap
"SCELH",,"Scutellaria elliptica Muhl. ex Spreng. var. hirsuta (Short & Peter) Fernald",hairy skullcap
"DECI",,"Desmodium ciliare (Muhl. ex Willd.) DC.",hairy small-leaf ticktrefoil
"DECIC",,"Desmodium ciliare (Muhl. ex Willd.) DC. var. ciliare ",hairy small-leaf ticktrefoil
"HEHI2",,"Helianthus hirsutus Raf.",hairy sunflower
"FUSQ",,"Fuirena squarrosa Michx.",hairy umbrella-sedge
"MAVE2",,"Marsilea vestita Hook. & Grev.",hairy waterclover
"WEACH",,"Wedelia acapulcensis Kunth var. hispida (Kunth) Strother",hairy wedelia
"BRPU6",,"Bromus pubescens Muhl. ex Willd.",hairy woodland brome
"ERPI5",,"Erioneuron pilosum (Buckley) Nash",hairy woollygrass
"TRHI",,"Tradescantia hirsutiflora Bush",hairyflower spiderwort
"CHTA",,"Chaerophyllum tainturieri Hook.",hairyfruit chervil
"PEDU2",,"Petrorhagia dubia (Raf.) G. López & Romo",hairypink
"VILU3",,"Vigna luteola (Jacq.) Benth.",hairypod cowpea
"BAAB",,"Bahia absinthifolia Benth.",hairyseed bahia
"PAPU5",,"Paspalum pubiflorum Rupr. ex Fourn.",hairyseed paspalum
"PAHA",,"Panicum hallii Vasey",Hall's panicgrass
"DAHA",,"Dalea hallii A. Gray",Hall's prairie clover
"CAFI5",,"Carex fissa Mack.",hammock sedge
"CAFIF",,"Carex fissa Mack. var. fissa ",hammock sedge
"SCAC3",,"Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve",hardstem bulrush
"SCACA",,"Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve var. acutus ",hardstem bulrush
"POTR4",,"Poncirus trifoliata (L.) Raf.",hardy orange
"CRBU2",,"Crinum bulbispermum (Burm. f.) Milne-Redhead & Schweickerdt",hardy swamplily
"HOMUL",,"Hordeum murinum L. ssp. leporinum (Link) Arcang.",hare barley
"BURO",,"Bupleurum rotundifolium L.",hare's ear
"COOR",,"Conringia orientalis (L.) Dumort.",hare's ear mustard
"PEHA",,"Peganum harmala L.",harmal peganum
"CALEH",,"Carex leptalea Wahlenb. ssp. harperi (Fernald) W. Stone",Harper's sedge
"XYSC",,"Xyris scabrifolia Harper",Harper's yelloweyed grass
"PAHA3",,"Paspalum hartwegianum Fourn.",Hartweg's paspalum
"CAHA14",,"Calylophus hartwegii (Benth.) P.H. Raven",Hartweg's sundrops
"CAHAP",,"Calylophus hartwegii (Benth.) P.H. Raven ssp. pubescens (A. Gray) Towner & P.H. Raven",Hartweg's sundrops
"GESAS",,"Gentiana saponaria L. var. saponaria ",harvestbells
"GESA",,"Gentiana saponaria L.",harvestbells
"RHHA",,"Rhynchospora harveyi W. Boott",Harvey's beaksedge
